nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6281333592438592,-74,-8728062526339964,-124,5361323784018528,-95,-5794932241061888,-154,6626660909802319,-129,-4766468805754880,-183,7725778615013034,-91,-5246411524462303,-145,-4651264099690255,-111,-8458281918305795,-167,5099112649979324,-113,-6401322897471369,-167,-6752971874390848,-112,5361323782868606,-95,5672606775649276,-69
4972048999281575,-68,-6847496804225224,-125,4540868449587487,-82,-5533931341262953,-136,8832145952615813,-115,6869817369821184,-172,8919243154111498,-84,-6336060254441733,-139,4868478665910710,-100,-7673805825992772,-154,7481337314559480,-99,-5196506105955504,-152,4957788323757417,-98,4540868449336150,-82,-4917097664593194,-68
-8232179720359360,-74,4617791112107718,-122,4755796198875399,-83,4800244460884894,-137,4913032379653993,-116,-5252092167979008,-176,4703863390264316,-84,-5543689502457715,-140,4996119789328416,-105,8427375733547144,-161,6834669864504729,-100,8241012207000463,-154,6990798607921242,-100,4755796198102957,-83,-6620081411019014,-69
-7954762964581728,-73,8814355464996420,-122,6335537820809686,-85,-6534512045197888,-139,8859326393779523,-120,-5770855497859072,-174,6316554364982467,-86,8682865733476595,-142,6936323411174748,-105,-7551490726033443,-159,-5286089043547427,-102,6193446829633437,-156,-8838097234301166,-103,6335537819215151,-85,6282537102113580,-70
-8509150486456974,-69,-7275957165264184,-124,5325707991500494,-82,5745803141850344,-138,6300508729092675,-114,-8092061983047680,-170,5326816006263622,-83,7001128966467277,-137,8802389085923847,-102,-5238367526817488,-158,5217636308412376,-98,8192168872240052,-152,5767785626282617,-98,5325707991430363,-82,-4877435495726981,-68
-8930851177353892,-68,8395207422082827,-122,5225633198188826,-82,6277748107713920,-136,6066312672468608,-114,6507597007945728,-168,5226877030430555,-83,4640116696531616,-136,-6856661443224626,-100,-6707214492417500,-155,8801154283574944,-100,-8793906148810515,-155,7777971361401270,-102,5225633198034308,-82,-6703277401498775,-72
7956890263384312,-68,-8232483193398702,-123,8212700445209647,-83,5638448848292928,-139,7498697235062773,-115,-5073584737222656,-170,8218409830811904,-84,-7733032624047767,-139,-4612901297494896,-99,8008606230809970,-152,5958454744870836,-100,4591314924861522,-154,-6534695700237908,-101,8212700444504806,-83,7166863888299415,-71
7111804638070359,-68,4649908880937664,-124,5666278126281999,-83,7284963248668918,-137,7251211545692851,-116,6286079774687232,-170,5714591290299505,-84,7048048598480272,-139,8963420594879867,-100,6110598727822717,-154,-6881335725057108,-103,8405470174068406,-159,8103253629247729,-100,5666278125449167,-83,-6440525723801427,-69
6896303173036192,-73,-6616390374093180,-124,5406530034031085,-90,-5343700261225389,-145,4791035281172596,-125,-6458737459986432,-179,6569155913358702,-89,4922983888133844,-147,8044877753506523,-108,-5045814571953719,-161,6743993969722206,-108,-6315144051128018,-163,7394435861614364,-107,5406530032604144,-90,-6159510516015987,-69
-6470163852101706,-69,6463066108003150,-123,4862622019991771,-85,-7004294323192550,-140,5461273981163424,-121,5074795918000128,-175,7013614113498943,-87,7551976552905752,-143,4984148596751151,-101,-8209751704353632,-158,-8666589474460788,-106,5945389239469505,-163,4713317675674251,-101,4862622018747310,-85,-8730637769502685,-69
7700817346232912,-72,-5902883702048648,-122,4693341199294468,-85,-6782063485518392,-141,4774173700123163,-120,5549853660676096,-175,4636913509747265,-86,8255730999354573,-144,5945576276940947,-104,-4515171813063389,-158,6620527126998099,-103,5414669445946568,-156,4796657632734286,-102,4693341198044370,-85,-4602739203450035,-69
4883238971293965,-68,8027965052147008,-126,8587434030272784,-83,6826755289427874,-139,8136091720499054,-115,6397010190008320,-169,8560572368795409,-84,-4770093388309617,-139,-5122293675572422,-100,-5531346277303264,-153,-6951858262644992,-99,6560184918964086,-153,-4756502550215601,-98,8587434029695908,-83,4989006736741442,-68
-7412116603587001,-70,7491137299058170,-126,6106239267606599,-87,8953955722297104,-142,7010695210567963,-126,5273257766813696,-180,5619018093752858,-89,-5195233057152162,-144,6705834170838179,-103,6419277370245787,-159,4915917694834547,-111,7740274039711751,-168,6725036974333627,-103,6106239265890071,-87,-4959988086422779,-68
-5021251525445456,-70,-8392255777223224,-124,5704753059552865,-82,-7916514065972954,-136,7168832135590498,-114,-7453967281815552,-170,5682037463316042,-83,6485762909093198,-138,6684842152165094,-109,-4681974544457034,-162,-6345811461236362,-98,-5185406146752900,-154,-6342547378154250,-98,5704753059552836,-82,5007104376061143,-68
-6539970197895408,-72,-6019088996075856,-123,4518222306951103,-82,-6726405437524160,-140,8230333402219582,-115,6780688208494592,-177,8610008878435731,-84,-4780436135596977,-139,6527260375070150,-104,4934791800177531,-157,-8615119675715506,-99,7736209324919030,-154,-8411142788994564,-99,4518222306689977,-82,8383921143983490,-69
-4996451879207314,-68,6130370365395340,-121,5544359072415866,-84,-5462508091253952,-138,7040130268012378,-118,6291749131517952,-172,5630801723703321,-85,5072553821745845,-138,-5336200020967160,-100,4707786170875674,-153,-5681914496269534,-107,4833757807632005,-160,-5380589977969265,-100,5544359071219839,-84,8741144903691965,-69
-5982053346918400,-74,-7487921191367838,-123,8278395820518548,-95,-8466853820417536,-151,5069127515057488,-126,-6233745598185472,-180,4778003849716577,-89,-5730578586811189,-146,5859185303880256,-113,5216377458124778,-166,-6606808733588925,-111,-7814860625155098,-170,-5142012407618861,-111,8278395820392805,-95,5594698698953478,-69
-5386313182319862,-68,-7627399231247385,-122,6813925571562773,-84,6641924549372298,-138,4943716542616186,-117,5832462508752896,-171,6673008313969287,-85,7394695633291175,-142,6287896254410052,-100,-4887822808797668,-154,7670193774380803,-103,5941834999546668,-158,7246670476207652,-100,6813925570133789,-84,-4789618278099970,-68
-6895127890653444,-68,-6110860542576020,-122,6421102825929380,-83,6864961739387908,-137,8689437351435781,-116,6262620663316480,-170,6255697148838445,-84,6734782139167470,-138,8641953997130963,-100,-8480281314320910,-155,-8913014253081522,-101,5582456754669986,-155,8370893741180404,-101,6421102825105794,-83,-5871133816162951,-70
5163184384852576,-74,8060737099093920,-124,5161709229573887,-94,4653128938831600,-148,5540076766796132,-129,-8023136347881472,-183,7064033927232655,-91,-8011481898433850,-145,-5839648378703937,-111,-8408416646457422,-166,-6387147121570935,-112,7999469178024774,-165,-4516610969744702,-110,5161709228232550,-94,7881500712617558,-69
8837976040614796,-69,-5533048842851439,-121,8763820957149939,-84,5049900032822360,-139,7978964018933954,-117,6970766281146368,-173,8477506636089830,-85,-7684928568263346,-140,-5487049240588631,-100,-6704812672527084,-154,-8405913978569635,-101,4759850595451358,-155,-4845003114936724,-99,8763820955533230,-84,4979552716503506,-68
6108779827166718,-68,7034579332448352,-124,6875167371602417,-83,6057860776875248,-139,4970472286881515,-115,4710788849729536,-171,6691041344821442,-84,7511519533603294,-138,-7500427042071786,-100,-7649181868015870,-154,7370199746588918,-100,6618246355553154,-153,-8334546910903532,-106,6875167370812043,-83,5459570703922174,-75
-8340608911143164,-69,4582602904156043,-122,8064434478502456,-85,5193544933695804,-139,5645717985964908,-119,-6948363731730432,-178,7131066318276737,-86,-8493791394353503,-141,8040096206919303,-101,-8045404955078732,-155,5550731631508194,-104,-8631816788590213,-158,8733937660857827,-101,8064434476553703,-85,-4877485025053575,-68
-7838146432452452,-69,8747226504120601,-123,6585797604473721,-84,-7044792660573758,-140,4854540481254072,-117,6659278072971264,-171,6612549690162007,-85,6858373468918377,-140,8897036489653936,-101,7336872742925685,-155,5552482855250075,-101,8366797259107128,-154,7224759672452006,-100,6585797603122694,-84,-4940544324239244,-68
-6269047445512743,-68,5043264857207792,-124,8829492911172147,-84,-8520171606003901,-138,7662419445182523,-117,-5128122231947264,-174,8307643391248863,-85,-5956707244128877,-140,-7720701096426478,-100,-6029366348921502,-153,5023704221459841,-103,5714456233023579,-159,-7092738068743999,-100,8829492909581732,-84,7235489704911081,-69
-6821355844795234,-69,7572480031167576,-124,6828266088619626,-83,8348551021009904,-137,5258021250954867,-115,7830000258514944,-169,6881863489855998,-84,5942631484156382,-138,-8159049051657995,-101,-7971426506972566,-157,-5395597920416904,-99,-5814181932146980,-152,-7435360183331403,-99,6828266087869546,-83,4904010025400826,-68
-7996530862463070,-70,7870064085997108,-122,5416766198580395,-84,-6760717219125928,-138,6479404734265149,-118,-6485675494866944,-172,5401911212415394,-85,-5907037422837155,-141,-8539815831118300,-102,-6415575959828517,-156,-5417337271276858,-101,5858858894016722,-156,-4843622593418004,-100,5416766197384498,-84,8054154863606063,-69
7949351828437792,-70,-5647868665425086,-123,4801042560633753,-82,8585890986439882,-137,5054751441502874,-114,5983241630646272,-168,4771223816632670,-83,4590318372452801,-141,7354575814022045,-102,4774205608013395,-155,-4812469548620098,-98,5113646871728955,-153,-8705617120487440,-99,4801042560409369,-82,8166270872740280,-69
-6424965409007826,-69,-8237626627990488,-122,6950614530813808,-85,4676278405486392,-139,7889556061235682,-120,-5141591249387520,-175,5960822236696852,-86,-4953300767556911,-139,-5761476744966589,-101,-7638126152615627,-155,-6112162359752641,-103,-4599114585900110,-155,-7289517334904750,-101,6950614529127426,-85,4723189210912713,-68
6264930134279680,-70,-6079978609345984,-126,4868813112846013,-82,6258278686303476,-138,4728488074918986,-114,4559266698493952,-168,4614674108995236,-83,5071275266829565,-136,-5451911903930859,-102,8109066253109334,-155,4730563370221956,-98,-7798574681912141,-154,8779637752452555,-99,4868813112647493,-82,-8121070247630185,-69
-5612465839507518,-70,5509032247077984,-125,5404275213991666,-87,6537768197761544,-141,7632436705644387,-125,8639412615249920,-179,8291373722546700,-89,-4947492549488982,-144,4854523521322855,-103,-4555772839265258,-157,7630413903094784,-107,-5469292444874142,-160,5331424390266279,-103,5404275212422693,-87,-8885780221615853,-69
