0.0055,1.81943935399020404278813338485315372470571449388699596860372176228460605814717431883e-16
0.00055,2.45381872923092006475121605543983547024044660620901931365261492024915475046524286914e-16
0.000055,2.30171862442950889759225895494618576962748111364280226108177877698419652789587440008e-16
5.500000000000001e-6,2.43845860083428385658202298007053356700339012939067602341173021934411200150395357128e-16
5.5e-7,2.57481515961113968161422990864224939151828493265129365143986963621378936029721214986e-16
5.4999999999999996e-8,2.45062225670574066208670600425111921865198449507453233040540605290408269994648516231e-16
5.5000000000000004e-9,2.58176389725961018624449728357446756441152031689102782744784541312028185787940639685e-16
5.500000000000001e-10,2.58899325905939938670065580549907686185225454498661658952460286240829985464600795071e-16
5.5000000000000004e-11,2.53394370310539462404699935212185357343190759040352150039900848504944834820072937381e-16
5.4999999999999996e-12,2.52985863893310111012430514221409251714131198175201066748266025766584923085179263221e-16
5.5e-13,2.46891436005519096738110861817456996184291847650166591781169238088460971526479965703e-16
5.5e-14,2.41815053113885467980861067807423761518871401565515907269229925781714668334730670525e-16
5.5e-15,2.58463358866921913368867719297403564561654928002161895140532055149421388855250499659e-16
