5.e-7,1.52120304367003681420018607938902146771374628934346960783923924686229335721867633167e-16,1.54568885470586243726738100427182866503941294811814674817322182484229642227591712309e-16,0.183379452885882641213753208974530949107267200946844588439514242020713832280509365118098137546332665
5.500000000000001e-6,1.79607726879030754605283109161910093535517372880786757582750989355035894709927627575e-16,1.78219014348929275061018576704784877379734201592872873474904831293321387536202299169e-16,0.004853235462864916962821031673387112798409246017913259537444688364076405241042680625138455818806885
0.000055,2.2491852385447778075156637844584310764738090669966955638579763788975621707891198665e-16,2.26596035514151902938035670167592614990674388672166931578726117440076612261447339287e-16,0.000047669623733570678486471941318420385522319189681762380207596179412503329042404319727954580856176
0.00055,2.81629406925271476889638960740894631321902644386408268951490671456702247497398970346e-16,2.83371983056036729999829557940774673472046170087469552960873099381297776662520988428e-16,4.80253100311074091462616578445361712575468640700041503340853041877271593863385251698514179754e-7
0.0055,3.91368179647914529711294618205840997882103992258945867063704757037192573256529662758e-16,3.92842129242769700655742172407469999204786810583788455769190188014668609357415792249e-16,4.593729714513337385191867175430597853786189129849838802197408375606187715325114941108321005e-9
0.055,3.45386822203009831110466613879177160246220913752618332191420271770922039236283896815e-16,3.46233366694935580183792610611115034150389541619237454667017001492731539478693973715e-16,4.0819465385911379293639161456493372257907034185929883121937120128325602944120452614487975e-11
0.55,3.09519010676181196283052550618891578522380128134217401191249734931102908621476836119e-16,3.11918733155551001960376148833955069767070794723953903508112967079318399109751578654e-16,5.18007239424385629318303538672103611250873254240170949519370320724532704490370868163298e-13
5.5,4.282812027313629099499792734539381524536859499110054313239901294979782205143675765e-16,4.53209882576681924035602391415587672520991336913688502931819967560439989380079080529e-16,5.570850972438205250684534986365644341181632040415010040832451714082816167405257625646e-15
15.,5.02999543076151346501212103160544818881351277657810666479628149762331152070784279504e-16,5.56167822887377578725522198593200388305281200217642663107105453925700773692054751601e-16,1.017639484129157484547727834920551520795258680404100359674921743924354377853744586342e-15
25.,5.02295936153858017975432378135270367570425359267565814305820374911576243290664875349e-16,5.88139821883291956991981407235884720058362741826641578299038406582591889958293860509e-16,7.29464239737434299624962309380521780860360441775491519999081058050563932476720453918e-16
35.,4.62571716406519239844590084285488700099734194970373360946705433212707847497667503498e-16,5.8327086428064435975954332878627155075733180563688417124296634418395333873130962214e-16,6.51753515976623336924289533535477914062068352850518357954232655552741288788201277057e-16
45.,4.072227571329630700751498346132241289031260302902678192175751036161387335650965121084e-16,5.694634998532657161872004230571987470862304942739350371067703919396407187963425825157e-16,6.123507847043510373360310555558567539431541081554480999736150668596724840884109793487e-16
55.,3.401723403040068392005834010107316770125174576421452439059588199957601512670757980504e-16,5.607757091711814115029038717685918699673013365081908359187645555716045371866850500356e-16,5.917678842417756266135546425392571114998927818228197635261343327012601186112154965509e-16
65.,2.866500491425071999163184455775336422911470368705090787475354562918223873236425370131e-16,5.969648116742079919484073388349554981557423865674713901745453025040439223301181315874e-16,6.205015070866154655289498338315527377102947339522636047465234060850636672054206444999e-16
75.,2.860140216690006179292770508563661900645189939403150429394577693795925605792602008255e-16,6.680533552568603294465493982957394486640008314004104608202407135616225254151907500074e-16,6.837676620432893645483080624691954613328501500343230594286551050606285588456610214872e-16
84.5,4.064822336794305632329123062925465260550227624057802356989463790774525010887631032957e-16,1.012342235134745584557205514131826421792273633913574701929027801282779970666207729033e-15,1.0224093423269913940829346610657400737525283839476758512366466101441686557113938350721e-15
