5.e-7,3.473354937963627787147094028760857988830410510809302223765128224773753113985056086e-17,3.4733549361889743837545837064275491992693403393283740387834723794406824989411625644e-17,7.581814526654379598612549254730225878609945741077249307993378952705985984455703723187432582947e-6
5.500000000000001e-6,3.4750507396982386419851019285836092665245771656102441558788541441136022330198777071e-17,3.4750508221243528505075722594069081487049238904547672416350147465175992990923779949e-17,1.55357520528544105667377319604102314829634243463478696941198021886409381142275949487684724111e-7
0.000055,3.469092904122539487718183792495030757369008833837865213463998873165103782346091517e-17,3.4690929044470862720203684203559488674860201693444011831154580188069084464563918101e-17,1.552550639961358885349599849708160661777345236444530170251808120404211974514753853660726705e-9
0.00055,3.4762571661669226033467727154197944944688376480137342749183901673380117282713104145e-17,3.4762571566216697940569569290426820498292141104486654734406781178776225519509860608e-17,1.5763542488749600030902411624214901599791828595774101845161982419854051516439114223894708e-11
0.0055,3.475267228046426448596523958974211887427795204477423832936125125571586252965709668e-17,3.4752673247614490378471534536466973145488962853876000627535846812306987827350008037e-17,1.51005500900246641792063399719822735281194400518435736873963536269257689030236431472095e-13
0.055,3.4801320224302078783019226120144638794906000885932443272470547452308967837939204414e-17,3.4801322279981525963235467150488482781999118346912210141939729904872079369915374647e-17,1.311610076823930278188488628776271588299987266637020818258774645060415656777287706196e-15
0.55,3.4720625478658508628273666015556517750442378736166413245235096644790948344786548147e-17,3.4720599538227210107618792912355037858907789026964004755505953769826447210215381308e-17,4.243912072613452816440754492530751101729913656499092726988254689089715542070700032e-17
5.5,3.3846599477444526560889699195681651834670557882942230277336580419163527629904089448e-17,3.3846598868859981160638916538034608646034207429632234560779117599831602591400936706e-17,3.3849436325565695275443409757035703558468884634208079011992818781072678508392372803e-17
15.,3.264049067020181741118702435258130799362941963263629729944562604791241503917366648e-17,3.2640502855558678267207482939980474304066734821102928682107561130840937145364454368e-17,3.2640501103576609936652786398382614531417016708891175501286871796775243674512682156e-17
25.,3.0982116708602291365238414741460031344220052123450225073474936871042900165913574915e-17,3.0982134214601836229579422164328390215139006007191237961934717727508033940870326597e-17,3.098214295242382730777275081054444437802258537605522002736496968864282793843923803e-17
35.,2.8822807082610414530523330697640843544993546270604065800178271787108769787286152131e-17,2.8822764949687686233850147515753667528390094910145924112913008784199309294597734483e-17,2.8822814124011752330085999892948704771339029943978417533139185663480539822824865322e-17
45.,2.5862842623752405878553898523547320090492283740113254181703448498029792550895712098e-17,2.586286106718437423668113532899319313483027978555604974445445816757718695549532611e-17,2.5862901849431789564054598342666450815970258112640523797794216124483484252160189388e-17
55.,2.02176023745099093075160549314300556797258851819046294505815606171108516094326365409e-17,2.02176287512659502691222628400857680789711367413678998861442668698564839363211002138e-17,2.02176327829854706425677540402927839393591902413234217337363985059885290457532577723e-17
65.,1.38245864272059847784659658230578998578777582093521558483454931002848580809048424306e-17,1.38246686119337337006883586702833733822323869101664277855898921431466439023453785745e-17,1.38246706914960492720352563312065383052604944964030381006850882569710403184237153984e-17
75.,8.827651130669907956985668666044778907025444979070630462905367428688207883086041936e-18,8.8277440811545571328779916106797188310188598808027484818052360539993123359492176734e-18,8.8277545887973093250120594673224264737662947806961859065415754403640669232755227344e-18
84.5,4.37242003177605457655004595315743407847561143280178642982576812236012413856522975e-18,4.3735134545268383667152188216993625833536341517011019351766577841141513333562115553e-18,4.3735808967627706391461229012189467011694727608701329528345491921964480687113348508e-18
89.45,4.5957678675671377202140269026454471942330621387729164220207199029915851083983820612e-19,5.9796895210250728850661226780154135943688939424400785205740765929660221168439523567e-19,6.0533703160391528479199560824706892799682738599926553123103908459401149627902164236e-19
89.945,1.527845879990498350516564816753259549336746226156852699918643929317997415544330949471e-18,3.609613071067902352879983164095278120701995247081562181998955115737046967552045261638e-18,3.699301075774274803819584322512737072128796564735224002539942589654462658743047103636e-18
89.9901,1.17272429553960641648150929332037790030409109280452049769311865867947247531812925503304e-17,2.75762319192618241821338324147702979655392075514997414452146834183651435429186051732683e-17,2.82011119533811866227202242820988282254387430863501287916867494125905468381966854949484e-17
89.99029999999999,1.22979681796932416979700271257899393182560935358681516432697063300805511564062115158676e-17,2.87810707021179784687448089484725848969903269737632145937283324072268619029747390686967e-17,2.94091205327455001929894977626837584917191623073586071748126342653449911576264133070698e-17
89.9905,1.2435577938808953490006797777880609549873135039899622290253375096720706319925806719279e-17,2.90788160599856593473283519379037293657482729933245486542700443727212553485843176749427e-17,2.97219680101305735599333409066338687239368811860717939924701654399611519471651448355851e-17
89.9907,1.24918162070827127693114155758164243568106555872762199111017552349373287052556813254304e-17,2.94066987222560458029243492208760837543145106549569242877801616987302649436813026819818e-17,3.0163173382768919500352654232127449935047551298679421351193849915138778328050287996216e-17
89.9949,1.63645119486713841532552175117805913367465675894770298969005978955996542435044358579653e-17,3.88264452503998105902433082883259201197432982503600081486805088816012305674818071593369e-17,3.98104255625383458595220024772893516902399060527899550468344542067920771871796742921831e-17
89.99902,1.1124537016227059834465139575521247478579307521507642711004079958136799579831922290840059e-16,2.6587321259258213624160662190121249754109321185974900607079446209517600170257665739730175e-16,2.7169672455033161025943398529423992322057164347105246652459519959788484482025606350020991e-16
89.99906,1.1743401996682389501232757699831181308779317438896375598468883881994384977960932896390755e-16,2.755701277620080508165728150348354545537577204851419379483686132065243762854143989721132e-16,2.8251039217595463167966399243113500037694798806017250736873217260032864850984650599383879e-16
