pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
6995033725696179,-54,-5197861537879980,-53,6471417900408527,-53,6837682751685071,-54,-4880684830480370,-53,6754263664305133,-53,6647790250482160,-53
-7646059778332701,-55,6208672686093199,-53,6239241340756272,-53,-7765888200332319,-56,6773058774254843,-53,5857728640418803,-53,6421476647394970,-53
-5965242259171732,-53,6035637163307881,-56,6706438801033856,-53,6679958324454943,-54,-5561218317680563,-53,6248762152105577,-53,6860857145657851,-53
-8391014637684045,-54,4567864900159257,-53,6531612894687098,-53,7426721387109822,-54,4508878743751564,-53,6856427878152981,-53,6814230270822150,-53
8047917803431348,-55,-6073751501379879,-53,6339646662347843,-53,-5484919524167696,-54,-5723091755433349,-53,6391773902982529,-53,6377211253987815,-53
-6104953231274971,-53,-5842110071918338,-55,6459569941395198,-53,4779024296661859,-53,7501672887205729,-54,6649946703535519,-53,6549732456441330,-53
-8811964806874067,-57,-6685364334434726,-53,6011008150950782,-53,8816383714808494,-54,5013951203469650,-53,6046302696040517,-53,6022448560236381,-53
4669394077343748,-55,6644568762154480,-53,5967967980310531,-53,5315351857207992,-53,-7461561738095172,-54,6241630168139632,-53,6091102278910917,-53
-8451409507866318,-54,5230473098796863,-53,5992929910315632,-53,-4740521370466891,-53,-7628142862688309,-54,6641532554114128,-53,6203756401521468,-53
-4560642341278377,-53,-5125711655604689,-53,5835859822951867,-53,-6697475141400918,-54,-4783295055791232,-53,6858256593802030,-53,6485141968205753,-53
-5962294639336794,-54,-5828390541855630,-53,6186458014457743,-53,4655035741730054,-55,-6465068733234614,-53,6162644710622206,-53,6209070438419301,-53
6163370693422077,-53,8429561539332461,-57,6547131564314414,-53,-5750979253691211,-54,-5527878109487440,-53,6504134179670617,-53,6588922657287833,-53
-5924235265937893,-53,-5738975567976573,-57,6775280016442018,-53,-6523585386457375,-53,8268933189105394,-55,5856536400880508,-53,6793643562947447,-53
6380670172269647,-53,-6583235461463495,-56,6303928526084817,-53,-6476411980031392,-53,6249971149850944,-56,6210908174477729,-53,6367988031771203,-53
5166583492854522,-53,-5830814137952721,-54,6777643768164015,-53,-6123714445822527,-53,-5317200020567869,-54,6046619368370184,-53,7410054850857468,-53
