pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
6816615653007221,-66,-5065282843614956,-65,9007199131412820,-53,6966295308662082,-66,-4972487474540201,-65,9007199132788267,-53,9007199132270499,-53
-6028942035766579,-65,6100088651144630,-68,9007199132551310,-53,6313239671623276,-66,-5255916639061331,-65,9007199130369726,-53,9007199133287368,-53
-8250121792745459,-66,8982332503598704,-66,9007199131700516,-53,7702814115502147,-66,4676498958576531,-65,9007199133301021,-53,9007199133093095,-53
7698558163300084,-67,-5810090304708103,-65,9007199130791660,-53,-5284654954046082,-66,-5514131076043557,-65,9007199131036011,-53,9007199130967748,-53
-5939016757813069,-65,-5683317841055017,-67,9007199131356493,-53,4785855441976569,-65,7512395790964916,-66,9007199132273808,-53,9007199131790934,-53
-8088874325056089,-69,-6136778017573347,-65,9007199129288695,-53,8126334098992878,-66,4621514211887594,-65,9007199129447216,-53,9007199129340078,-53
8530309347875662,-68,6069334273950629,-65,9007199129096259,-53,5018902932273763,-65,-7045413942989359,-66,9007199130336829,-53,9007199129654454,-53
4989508965744758,-65,-7027564483706697,-66,9007199131517995,-53,6058120591158253,-65,-4652728686869502,-67,9007199128831470,-53,9007199133272672,-53
-7741762056658572,-66,4791281044534547,-65,9007199129207750,-53,-4740916891952875,-65,-7628779310488997,-66,9007199132232692,-53,9007199130190999,-53
-8211518029062676,-66,-4614467713332739,-65,9007199128511346,-53,-6948747205055383,-66,-4962751999544136,-65,9007199133310284,-53,9007199131558954,-53
-5270360707210595,-65,-5955427842584102,-66,9007199133497879,-53,-6050918490058578,-65,7761311702306598,-68,9007199130482473,-53,9007199135378015,-53
-5590233124618780,-66,-5464684964633071,-65,9007199130083356,-53,8703103316787013,-68,-6043579926902854,-65,9007199129974499,-53,9007199130186724,-53
6074090323004901,-65,8307453943647977,-69,9007199131775106,-53,-5631281153941125,-66,-5412823529012114,-65,9007199131568867,-53,9007199131975559,-53
-6057374943827972,-65,-5867951768994894,-69,9007199132893004,-53,-5885933171402313,-65,7460680786198054,-67,9007199128602336,-53,9007199132978764,-53
6074369918620647,-65,-6267211182314759,-68,9007199130625228,-53,-6091115749800579,-65,5878146390939107,-68,9007199130195465,-53,9007199130921189,-53
5284843741318840,-65,-5964278259776594,-66,9007199132904807,-53,-5644627772314225,-65,-4901210723096638,-66,9007199129448641,-53,9007199135894746,-53
5297707243934739,-65,-6112269901556101,-66,9007199130976035,-53,5254856506835622,-65,6048356541778894,-66,9007199133115096,-53,9007199131570092,-53
6776061019959449,-66,-5168953231447006,-65,9007199128358288,-53,6624614946635648,-66,-5120242965064387,-65,9007199131695331,-53,9007199129241704,-53
-5795793398445029,-65,-7989728798669975,-67,9007199130396037,-53,-8423225325227822,-66,8991525630102949,-66,9007199129176415,-53,9007199130574640,-53
-7002475039757604,-67,-5851967056413864,-65,9007199131291946,-53,-5612489060053667,-65,5001508413529584,-66,9007199129824129,-53,9007199132401773,-53
4868498801630553,-65,-7451549018304566,-66,9007199130387038,-53,4737323852587212,-65,-7683487658056017,-66,9007199131652437,-53,9007199131247579,-53
