pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5028066976650613,-53,-7472500340294099,-53,6374206334995056,-59,5167086773387865,-53,-7376452797970186,-53,8774493409786970,-59,7870938216004133,-59
-5300542669185950,-54,8608181323641849,-53,8973308466154140,-60,-5111510011707956,-55,8916058753719518,-53,6078597719956859,-61,5903888913890933,-59
-8935073031153369,-53,4520257225159807,-55,8360028315964077,-59,4637336272297292,-53,-7721377341032586,-53,4562742027437442,-59,4820609067194422,-58
-6092498274317070,-53,6633216654527230,-53,6875162921839358,-59,5725288669347083,-53,6951824644416005,-53,4836361532795687,-58,4654642168789146,-58
5664465372518726,-54,-8549927049747217,-53,5294571695388257,-59,-7784336680599668,-54,-8122356742329347,-53,5718956243364657,-59,5600397057501130,-59
-8759482492615057,-53,-8382351011755665,-55,6276193180980099,-59,7084824907898139,-53,5560553328772896,-53,7875151734717786,-59,7033460628113460,-59
-5916079266723395,-56,-8976691622415046,-53,5386695853796343,-60,5947221539030197,-53,6764469323819307,-53,5933938924354683,-60,5564079772188758,-60
6234174280655972,-55,8871258025546185,-53,4722833485288410,-60,7372215350701092,-53,-5174468357272914,-53,4505735032159318,-59,6652505469934762,-60
7363830200854132,-53,-5185860165685144,-53,6557276954544840,-59,8845577562716729,-53,-6793538005507531,-55,7620385380714245,-61,4797901174130384,-58
-5660387080266716,-53,7006287489573315,-53,5107391843650205,-60,-7017133399254288,-53,-5645760442039884,-53,7803356724086041,-59,8520167223287215,-60
-5987306835457262,-53,-6729141672526448,-53,5416222929952652,-61,-5165006130311307,-53,-7377630454655708,-53,4844483264670575,-58,6647214823924298,-59
8973808472684409,-53,6136680278164145,-56,7005138298726554,-59,-8312699298787922,-54,-7990219831696969,-53,6645853110548228,-59,7354343740581242,-59
-8989649817689780,-53,-8708530021590732,-57,8957816485507129,-59,-8586371550502371,-53,5441802971977035,-54,6042439945242289,-61,4553334405051270,-58
8932876504581108,-53,-4608232974759319,-55,5005754039313561,-59,-8942127594513166,-53,8629475650454592,-56,8521706850167100,-60,5518738179973641,-59
7801685626941586,-53,-9001253946894263,-54,5614751354247658,-59,7805678893102454,-53,8984361216088007,-54,4673404402061461,-58,6651212990911171,-59
4937676742044478,-53,-7533173056279316,-53,8726706601382820,-62,4892001994287830,-53,-7562171989801195,-53,6866129021967066,-59,5239463961388830,-60
7152723291530491,-53,-5473850399568490,-53,4592744769276715,-59,6995423907057701,-53,-5672955335678980,-53,6791402621893954,-59,6087954295302309,-59
-8848680892949570,-53,6721442090074412,-55,5305975848452395,-59,-8518076540886828,-55,8751062246602738,-53,7489975374455081,-59,6143457168463823,-59
8806445040517769,-53,7554990027493574,-55,6002714940305625,-59,-7771021192088199,-54,8124598204920956,-53,4889808501407236,-58,6838402423311771,-59
7376983586152869,-53,5168024437400291,-53,4570511812643794,-60,-4677882348457607,-56,8986863562478658,-53,4958075546006463,-58,6383218449592589,-59
7301003454937442,-53,5274346506184830,-53,5062031154842044,-59,-8839362100545166,-53,6917822872263210,-55,8392534821063202,-60,5790259783340214,-59
-7646192735019221,-53,4758813531467250,-53,8837759575968800,-59,8811605125749857,-53,7466181393824577,-55,4547126130997567,-60,7643787339140088,-58
-7894894293123882,-53,8670775165753669,-54,8772456671976983,-60,-5977579776773469,-53,6737778196579052,-53,5856755330164967,-61,8869631840512567,-60
6741318966838697,-56,-8967564607004259,-53,6190952909071450,-60,-5578261442735064,-70,-9005961918617212,-53,4777368858390035,-58,5287774375954704,-59
8456682471802302,-53,-6195066634641890,-54,8925036653464028,-59,-7396145797465054,-53,-5139679681253763,-53,6513719707330683,-59,5407325654251830,-58
8559466215222236,-53,5606317963626138,-54,5533779071371040,-59,8996193423379474,-53,-6881905982877010,-57,7336265865399824,-59,6015516259846809,-59
5925546642756168,-53,-6782701266167199,-53,7155112145913172,-59,8783127312632932,-53,-7971390109038165,-55,7804788266297758,-59,7515190221582445,-59
6206979546006369,-55,8872408427080447,-53,5858604737901022,-60,-8160095131237555,-53,-7626351099436817,-54,5973762591200280,-60,5910668644209246,-60
-7613229549893168,-54,-8161857471616766,-53,4895579880393123,-58,8447134017237994,-53,6252933106414681,-54,7113857708712724,-61,6850027335986540,-58
