pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5155035034885855,-69,-7661194894836675,-69,9007199253638925,-53,5235175845238328,-69,-7473655699061246,-69,9007199253664848,-53,9007199253655090,-53
-4535716794281318,-68,4589242088820904,-71,9007199253660394,-53,4796744121687274,-69,-7986798713128337,-69,9007199253619158,-53,9007199253674307,-53
-6230984101703807,-69,6783993307269189,-69,9007199253644361,-53,5774886709670695,-69,7012048136880664,-69,9007199253674470,-53,9007199253670559,-53
5838296823222253,-70,-8812307720247463,-69,9007199253627165,-53,-8006585696318097,-70,-8354256500184833,-69,9007199253631795,-53,9007199253630502,-53
-8984997515367854,-69,-8598156692140519,-71,9007199253637860,-53,7210223991185496,-69,5658973303728276,-69,9007199253655171,-53,9007199253646059,-53
-6175201374994330,-72,-4684933716273449,-68,9007199253598575,-53,6199499649690523,-69,7051414669546438,-69,9007199253601599,-53,9007199253599555,-53
6517668331910358,-71,4637335667428923,-68,9007199253594901,-53,7627752029722417,-69,-5353826446641900,-69,9007199253618533,-53,9007199253605534,-53
-5912297649366735,-69,7318096177521488,-69,9007199253597030,-53,-7143868286554407,-69,-5747727267043016,-69,9007199253654397,-53,9007199253615677,-53
-6290014825827321,-69,-7069355563109581,-69,9007199253583714,-53,-5209328889148856,-69,-7440940531581900,-69,9007199253674644,-53,9007199253641460,-53
-7895224638330082,-69,-8921484362585990,-70,9007199253678158,-53,-4595128782767577,-68,5894018710365178,-71,9007199253621299,-53,9007199253713610,-53
-8505616470110648,-70,-8314593220532063,-69,9007199253613715,-53,6624132638311542,-71,-4599908054500854,-68,9007199253611644,-53,9007199253615681,-53
4585959360315526,-68,6272156676526891,-72,9007199253645769,-53,-8511244614841728,-70,-8181062861716710,-69,9007199253641874,-53,9007199253649554,-53
-4549913071903400,-68,-8815260969193452,-73,9007199253666815,-53,-4506848888989033,-68,5712630424644735,-70,9007199253585456,-53,9007199253668442,-53
4610002449522663,-68,-4756354863008994,-71,9007199253624008,-53,-4631557914333109,-68,8939240873711506,-72,9007199253615847,-53,9007199253629629,-53
7938839368139708,-69,-8959479100783799,-70,9007199253667037,-53,-8612407285393366,-69,-7478123384128750,-70,9007199253601626,-53,9007199253723624,-53
8028523853341568,-69,-4631485135280664,-69,9007199253630659,-53,7886083393245655,-69,4538453525658118,-69,9007199253670984,-53,9007199253641858,-53
5193879202807099,-69,-7924048679613519,-69,9007199253580782,-53,5003422280283058,-69,-7734408094126702,-69,9007199253644263,-53,9007199253597587,-53
-8806155613404421,-69,-6069815663966157,-70,9007199253619658,-53,-6433602618722812,-69,6867666553675983,-69,9007199253596431,-53,9007199253623059,-53
-5298483636223354,-70,-8855883530346813,-69,9007199253636639,-53,-8549258953735972,-69,7618578874547458,-70,9007199253608782,-53,9007199253657702,-53
7397515915469950,-69,-5661185788866866,-69,9007199253619487,-53,7157382419810592,-69,-5804295969397142,-69,9007199253643453,-53,9007199253635785,-53
4604585188060233,-68,-4989986452473055,-71,9007199253624750,-53,8054351850835988,-72,-4688306714923314,-68,9007199253591540,-53,9007199253638426,-53
6029530275296233,-78,4600019092498104,-68,9007199253647035,-53,4564729493025885,-68,-8062489463849446,-71,9007199253611247,-53,9007199253668094,-53
-9006885316476285,-69,-7627828527282811,-71,9007199253645489,-53,-7409609623641715,-69,5757235153815773,-69,9007199253602997,-53,9007199253671783,-53
-4559860736807134,-68,6927324027623936,-71,9007199253627289,-53,-8685347247395228,-71,8922908127261593,-69,9007199253651014,-53,9007199253636387,-53
6623034512395711,-69,-6341773889701143,-69,9007199253654249,-53,7890786353227834,-69,5174331947325656,-69,9007199253590200,-53,9007199253676925,-53
4522646861467339,-68,7759896707253382,-71,9007199253634886,-53,-7834167501485828,-70,8190617635224619,-69,9007199253675612,-53,9007199253643897,-53
7715280730326007,-69,5405022105589664,-69,9007199253594057,-53,-4712685209550748,-72,4526862353123109,-68,9007199253677070,-53,9007199253638637,-53
7533608941893372,-69,5442383947204770,-69,9007199253624624,-53,-4579769341987144,-68,7168398068393309,-71,9007199253615138,-53,9007199253632603,-53
8853205994064753,-69,8515843088953484,-71,9007199253669383,-53,4625334647316555,-69,8032379576327662,-69,9007199253630595,-53,9007199253699601,-53
-7744518298312992,-69,4820009088172029,-69,9007199253665527,-53,4608105839471510,-68,7809009502456285,-71,9007199253593927,-53,9007199253735880,-53
-8173302586763501,-69,8976544391889195,-70,9007199253617222,-53,-6276472523034094,-69,7074682613429429,-69,9007199253584939,-53,9007199253617759,-53
7022913170884781,-72,-4671076083114325,-68,9007199253603018,-53,-5629892980475475,-86,-4544659864776131,-68,9007199253673209,-53,9007199253626841,-53
-4920632154062218,-69,7864073270017488,-69,9007199253628741,-53,8958889307175820,-70,8269089888878144,-69,9007199253597890,-53,9007199253643039,-53
8561720248646278,-69,-6272013596866475,-70,9007199253666464,-53,-7577718380988569,-69,-5265856874587137,-69,9007199253640440,-53,9007199253686857,-53
8811827638146682,-69,5771610791834450,-70,9007199253629776,-53,4589904804311945,-68,-7022368650176120,-73,9007199253649352,-53,9007199253635008,-53
6051890359264067,-69,-6927321119422088,-69,9007199253647393,-53,8941694182352570,-69,-8115302218234878,-71,9007199253654412,-53,9007199253651283,-53
6471455654460107,-71,4625228523674786,-68,9007199253601183,-53,-8505422725806057,-69,-7949091145741150,-70,9007199253601819,-53,9007199253601471,-53
-7674652122600160,-70,-8227706304978362,-69,9007199253675736,-53,8856109969510784,-69,6555674754229827,-70,9007199253588433,-53,9007199253718325,-53
4507669230893453,-68,-5385814695711359,-71,9007199253667088,-53,-8896958960042463,-69,-4867718126396990,-70,9007199253641365,-53,9007199253689072,-53
-4544522319458845,-68,4918987245952468,-71,9007199253653728,-53,-7195879248801193,-69,-5731292080800904,-69,9007199253647196,-53,9007199253658396,-53
-8932578214296017,-69,5067029711446259,-70,9007199253626758,-53,5925285271982924,-69,6912990601543453,-69,9007199253669555,-53,9007199253636568,-53
7520355459549257,-69,-5150646080113655,-69,9007199253667145,-53,-8331845876138847,-70,8216504083629106,-69,9007199253644127,-53,9007199253679108,-53
-7183972436992249,-70,8771386011957955,-69,9007199253579843,-53,6991370173623435,-69,-6137409228380078,-69,9007199253622398,-53,9007199253608775,-53
-4619994212462630,-68,7733944809754783,-72,9007199253625436,-53,4716243457231799,-71,4538548999513828,-68,9007199253658111,-53,9007199253654199,-53
4508501906263843,-68,-4939532017280022,-70,9007199253611295,-53,-8876936539864293,-71,-4507421647328130,-68,9007199253626981,-53,9007199253613706,-53
-5567091978403765,-69,-7296010342224233,-69,9007199253652419,-53,7300089594547729,-70,8651377853147473,-69,9007199253601432,-53,9007199253693594,-53
-8342330839197350,-70,-8166998247959856,-69,9007199253654045,-53,8512148800563564,-70,8341206097801781,-69,9007199253607627,-53,9007199253686745,-53
4997604199811102,-69,-7828293673362521,-69,9007199253626131,-53,4784009636616903,-69,8084549609578438,-69,9007199253600430,-53,9007199253629339,-53
4506637116423470,-68,6983897631267256,-71,9007199253651601,-53,7661776129343512,-69,5039475380820237,-69,9007199253654036,-53,9007199253652131,-53
-8419041139098677,-72,-4554518059646334,-68,9007199253654257,-53,4802005050254425,-70,4574909854309345,-68,9007199253584438,-53,9007199253674289,-53
8487084077038653,-69,7098285155864955,-70,9007199253647214,-53,4616913927358119,-68,8587074565115414,-73,9007199253635263,-53,9007199253657169,-53
-5227002417401665,-70,-8688176837229122,-69,9007199253677098,-53,-4687524897934975,-68,-5852147598565423,-72,9007199253598104,-53,9007199253722950,-53
-7180636142875285,-69,-5677269585524452,-69,9007199253657994,-53,-4509193525001724,-68,5219427025355372,-70,9007199253601785,-53,9007199253707394,-53
6256550393780184,-70,8577719110118609,-69,9007199253663546,-53,4520081244590787,-68,-5900071929523450,-71,9007199253656607,-53,9007199253669529,-53
4558158190339863,-68,-6879040870430802,-72,9007199253657300,-53,4582441221189826,-68,7461089591705234,-74,9007199253654679,-53,9007199253658006,-53
-8378486112861050,-69,8114865631403089,-70,9007199253620915,-53,-7607816735614566,-69,5445126966954439,-69,9007199253609715,-53,9007199253622266,-53
-5900799269723781,-69,7199694756617897,-69,9007199253621002,-53,-5959633971693579,-70,8824219517012599,-69,9007199253619824,-53,9007199253621915,-53
-8291221712447776,-70,8097152296916329,-69,9007199253671474,-53,4525422191342691,-68,6362051885631638,-72,9007199253674055,-53,9007199253672851,-53
6931899294794332,-69,-6278940136442017,-69,9007199253610387,-53,-8258287533299317,-70,-8416824849533782,-69,9007199253605005,-53,9007199253614749,-53
7982592283443617,-75,-4649735284859229,-68,9007199253623061,-53,-6622139665963456,-69,6294693177807757,-69,9007199253662091,-53,9007199253626829,-53
-7852102632695591,-69,-5118068887682733,-69,9007199253605555,-53,-4627689667230671,-68,5623930129833500,-72,9007199253627449,-53,9007199253615594,-53
-8654268761630968,-69,6600657456546808,-70,9007199253632201,-53,-8340412297607683,-69,7413518364201098,-70,9007199253664332,-53,9007199253658769,-53
7936665373428132,-69,4786892764302067,-69,9007199253630696,-53,4959591633236644,-70,8866130088928226,-69,9007199253645525,-53,9007199253643260,-53
8002628072930836,-70,8281632863430300,-69,9007199253647615,-53,4716052797167236,-68,4598935478148069,-72,9007199253586880,-53,9007199253701793,-53
