pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
4924973032543090,-69,-7319286483755757,-69,9007199253735098,-53,4998739977326835,-69,-7136123527474987,-69,9007199253759857,-53,9007199253750537,-53
-8662586348116459,-69,8764812193950160,-72,9007199253755603,-53,4584566545753834,-69,-7633513328828164,-69,9007199253716209,-53,9007199253768895,-53
-5952215668686735,-69,6480483756771602,-69,9007199253740290,-53,5512902072499797,-69,6693938193028569,-69,9007199253769043,-53,9007199253765308,-53
5579120971491575,-70,-8421108466721429,-69,9007199253723861,-53,-7650413287026952,-70,-7982617979301283,-69,9007199253728285,-53,9007199253727049,-53
-8584203267590504,-69,-8214618272925146,-71,9007199253734080,-53,6886043451546521,-69,5404538903126034,-69,9007199253750616,-53,9007199253741911,-53
-5904521470842517,-72,-8959154540036682,-69,9007199253696532,-53,5927394250986662,-69,6741917434527001,-69,9007199253699424,-53,9007199253697469,-53
6232435264442861,-71,8868783397657614,-69,9007199253693019,-53,7290442532690496,-69,-5117073010127958,-69,9007199253715611,-53,9007199253703184,-53
-5653316781466591,-69,6997536048138584,-69,9007199253695054,-53,-6822785653157812,-69,-5489394479690116,-69,9007199253749876,-53,9007199253712874,-53
-6016078262602279,-69,-6761477915632119,-69,9007199253682320,-53,-4972982221637824,-69,-7103345894113254,-69,9007199253769209,-53,9007199253737500,-53
-7536427450381606,-69,-8516048969895353,-70,9007199253772564,-53,-8783350297949086,-69,5633055507600338,-71,9007199253718255,-53,9007199253806426,-53
-8130291285738684,-70,-7947697270727559,-69,9007199253711006,-53,6332099329056929,-71,-8794230519228480,-69,9007199253709027,-53,9007199253712886,-53
8761311904654104,-69,5991365888830064,-72,9007199253741635,-53,-8130890408520145,-70,-7815463961385597,-69,9007199253737915,-53,9007199253745251,-53
-8688475193331870,-69,-8416773578219482,-73,9007199253761735,-53,-8620846239722228,-69,5463652069136548,-70,9007199253683986,-53,9007199253763289,-53
8811285741934180,-69,-4545507540061061,-71,9007199253720844,-53,-8853977642327340,-69,8544407767231468,-72,9007199253713044,-53,9007199253726216,-53
7579932940995363,-69,-8554430644199365,-70,9007199253761947,-53,-8234391218680003,-69,-7149893344095703,-70,9007199253699450,-53,9007199253816013,-53
7671558277216694,-69,-8851118530483072,-70,9007199253727200,-53,7528905093141347,-69,8665793692615166,-70,9007199253765715,-53,9007199253737896,-53
4967966463660710,-69,-7579384610150119,-69,9007199253679516,-53,4779583813023027,-69,-7388393315447066,-69,9007199253740197,-53,9007199253695580,-53
-8416540279604103,-69,-5801265645110845,-70,9007199253716686,-53,-6151860300209942,-69,6566915572884123,-69,9007199253694482,-53,9007199253719938,-53
-5062264577127087,-70,-8461067084995718,-69,9007199253732914,-53,-8172830708953893,-69,7283128949706136,-70,9007199253706290,-53,9007199253753044,-53
7070248702677974,-69,-5410734081105680,-69,9007199253716523,-53,6837300260772574,-69,-5544724595868457,-69,9007199253739423,-53,9007199253732096,-53
8800795974816175,-69,-4768708894689000,-71,9007199253721553,-53,7702384410015622,-72,-8966864427867971,-69,9007199253689805,-53,9007199253734627,-53
5759445219848871,-78,8787934304617155,-69,9007199253742845,-53,8727045848800328,-69,-7707106775328547,-71,9007199253708647,-53,9007199253762968,-53
-8603718278379020,-69,-7286390957423582,-71,9007199253741368,-53,-7084190955280838,-69,5504386232974198,-69,9007199253700760,-53,9007199253766496,-53
-8714852757241248,-69,6619786478908365,-71,9007199253723980,-53,-8295588842415857,-71,8522489083509261,-69,9007199253746645,-53,9007199253732671,-53
6325381145625549,-69,-6056760978167659,-69,9007199253749735,-53,7546167439674783,-69,4948350331016810,-69,9007199253688523,-53,9007199253771407,-53
8642352717782678,-69,7414216326397611,-71,9007199253731238,-53,-7478570664990990,-70,7818841346362744,-69,9007199253770134,-53,9007199253739844,-53
7377760724986864,-69,5168568870289213,-69,9007199253692212,-53,-8997255025761170,-73,8642490055356059,-69,9007199253771525,-53,9007199253734805,-53
7199555009685219,-69,5201058737445028,-69,9007199253721432,-53,-8755102763373100,-69,6851880198656174,-71,9007199253712366,-53,9007199253729059,-53
8452524172355433,-69,8130429768111280,-71,9007199253764187,-53,8839376433344920,-70,7675252943250714,-69,9007199253727138,-53,9007199253793049,-53
-7394642763713607,-69,4602254646702708,-69,9007199253760505,-53,8813053296412468,-69,7467408446637539,-71,9007199253692088,-53,9007199253827731,-53
-7812078933044312,-69,8579821019838595,-70,9007199253714359,-53,-6002980873085483,-69,6766409676089422,-69,9007199253683492,-53,9007199253714872,-53
6714474781037455,-72,-8931855427290434,-69,9007199253700780,-53,-5374637063296370,-86,-8677215511559639,-69,9007199253767839,-53,9007199253723540,-53
-4702038926370213,-69,7514721173563701,-69,9007199253725367,-53,8566308711412757,-70,7906736462723642,-69,9007199253695877,-53,9007199253739034,-53
8174757310797736,-69,-5988538227760226,-70,9007199253761399,-53,-7239302698843031,-69,-5030687334535993,-69,9007199253736545,-53,9007199253780876,-53
8420190396598390,-69,5515094456900803,-70,9007199253726356,-53,8768175602087379,-69,-6707476962212048,-73,9007199253745058,-53,9007199253731354,-53
5780759364772625,-69,-6616969914629463,-69,9007199253743186,-53,8539805037402819,-69,-7750555694479674,-71,9007199253749891,-53,9007199253746902,-53
6187465547716467,-71,8844514640482623,-69,9007199253699026,-53,-8132070847007594,-69,-7600159856882556,-70,9007199253699634,-53,9007199253699301,-53
-7326275609786454,-70,-7854224929510805,-69,9007199253770251,-53,8469628442137464,-69,6269584450394381,-70,9007199253686834,-53,9007199253810945,-53
8607754921894227,-69,-5142321960725462,-71,9007199253761996,-53,-8499459943764657,-69,-4650237841790708,-70,9007199253737428,-53,9007199253782992,-53
-8680661413368646,-69,4697970411098867,-71,9007199253749237,-53,-6873525374120207,-69,-5474547332133477,-69,9007199253742998,-53,9007199253753696,-53
-8536112219383868,-69,4842133278680315,-70,9007199253723472,-53,5657094930769040,-69,6600094728495325,-69,9007199253764351,-53,9007199253732842,-53
7180351187263625,-69,-4917779205444030,-69,9007199253762050,-53,-7959126649537577,-70,7848944590457633,-69,9007199253740067,-53,9007199253773475,-53
