pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
4890264264313903,-55,-7267703781375653,-55,8736918835482919,-53,8185978008431383,-56,-5843087510684953,-55,8828858872992711,-53,8794249305128516,-53
-5899823421971151,-56,4790712287728510,-54,8651475808481772,-53,-6802466106725966,-57,5932805309862676,-54,8494076622432046,-53,8726659908274731,-53
-7357333552141586,-55,7444156310983335,-58,8814327792804219,-53,5135503378200964,-55,-8550848394609397,-55,8655142298868486,-53,8868036367448063,-53
-5697027643227929,-55,6202647410449614,-55,8757658276358921,-53,8291728185111577,-56,5034037903684520,-55,8858415800610284,-53,8845326113679532,-53
5965286995640388,-56,-9003986305746008,-55,8689455833812884,-53,-7951785656876262,-56,-8297076872927753,-55,8708562618965918,-53,8703224807061563,-53
-8583597048377497,-55,-8214038153924076,-57,8732765795125275,-53,6092704766133666,-55,4781883844551622,-55,8796614228510220,-53,8763004440173240,-53
-7366422995968040,-58,-5588676606060387,-54,8559691553553201,-53,7285883079946776,-55,8287085367139516,-55,8574359810274447,-53,8564446137015621,-53
7913938455213786,-57,5630784998451038,-54,8541577922402295,-53,8195303890483588,-55,-5752184200032914,-55,8652397015080645,-53,8591440972013669,-53
-7105932377535776,-55,8795547797790704,-55,8552113330254892,-53,-6072417278587728,-55,-4885672155335309,-55,8793926066535205,-53,8630713889790537,-53
-8040028035982560,-55,-4518098804024239,-54,8484468518278783,-53,-7467567744969943,-56,-5333290399616072,-55,8858925887701627,-53,8722270994828881,-53
-4692661575799653,-55,-4587271511889312,-54,8630907043416538,-53,7391330428983367,-57,-5132662980979216,-54,8621494984137206,-53,8639844462442703,-53
8303857928379722,-55,5678538976720693,-58,8762905901573373,-53,-7915912590474285,-56,-7608825905155723,-55,8748266131581913,-53,8777134952802675,-53
-6996361404423933,-55,-6777574718475765,-59,8835106486734640,-53,-5716250530809763,-54,7245600529668643,-56,8493554366219759,-53,8841933318663447,-53
4799497431035745,-54,-4951865686854407,-57,8676120069659384,-53,-5051268104173134,-54,4874655908021981,-57,8640485500334706,-53,8700660214443273,-53
8030084486532594,-55,-4632385431469341,-55,8703924987423655,-53,5845125211257809,-55,6727757696721023,-56,8847997813742871,-53,8743936685895913,-53
6724833882752197,-55,-5129875856608551,-54,8469018238062757,-53,4577769313841938,-55,-7076423705740240,-55,8757291498659102,-53,8545332865727632,-53
-4700699342574217,-54,-6480098638666211,-56,8657330700787936,-53,-7754823214480154,-55,8278027596041986,-55,8549163667667418,-53,8673170871845574,-53
-5102303801290423,-56,-8527988629003484,-55,8727969582601702,-53,-4842582338277526,-54,8630828870737510,-56,8608313561874097,-53,8818442300551257,-53
7905208666672766,-55,-6049713913856715,-55,8656582943526841,-53,6585253351290487,-55,-5340326566673225,-55,8754247415877294,-53,8723000212243222,-53
4772976084348132,-54,-5172471574775764,-57,8679274371814150,-53,4967913539344104,-57,-5783482727600967,-54,8524732453585685,-53,8742917846527177,-53
5410248886695414,-64,8255120063309673,-55,8767579111828828,-53,5104220588713351,-54,-4507684932977850,-56,8619680016889320,-53,8854612565089629,-53
-4655550564082353,-54,7072695668983965,-57,8689976882208778,-53,-7572069267581410,-57,7779179862745601,-55,8781995291271706,-53,8725262466188926,-53
8809497398112903,-55,7557608624564864,-57,8721013164043491,-53,-5564245750416324,-56,5817415744741213,-55,8861756601380548,-53,8752154434574533,-53
4702867394813683,-54,6589287705037468,-55,8537372456006087,-53,-6602043030503357,-59,6341722122223707,-55,8865969044428182,-53,8713836223156931,-53
7814920005355244,-55,5645606974543274,-55,8678739690446828,-53,-5014322444695948,-54,7848574162309974,-57,8637311825165682,-53,8713586330437886,-53
-8846182083133807,-55,4857775992325633,-55,8646608040129573,-53,-7979140717916038,-55,8993887553873828,-55,8490868310667918,-53,8649197675629071,-53
8195125127125697,-58,-5450737044300290,-54,8581166518691284,-53,-8178582301849747,-73,-6602057066961478,-55,8854684696240310,-53,8673999631916787,-53
6602531727637333,-55,-4836781343799607,-56,8833997452941807,-53,-7116257602390456,-55,-4945181667201533,-55,8742776556422525,-53,8905482183800227,-53
8861668040048299,-55,5804255484093233,-56,8700297080956980,-53,8100988097143050,-55,-6197092017614856,-59,8776026261412457,-53,8720536653640148,-53
5416494657338745,-55,-6200012823362251,-55,8768892608430067,-53,7599709206477785,-55,-6897343582046183,-57,8793979831147748,-53,8782797011865307,-53
7621265378764346,-57,5447011599633187,-54,8572354704201050,-53,-4992464220886946,-54,-4665911902682170,-55,8575417937201263,-53,8573739619526876,-53
6915134705752793,-55,-8262281949575319,-58,8835965147040397,-53,-8303289601587885,-55,-4542908816809928,-56,8746320981191203,-53,8912576268818550,-53
-7765152744790269,-55,8404994987249735,-58,8791589752107507,-53,-6449415152053602,-55,-5136756844956806,-55,8768170376231427,-53,8808327508219517,-53
