pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
6186829621360295,-74,-4597302170560256,-73,9007199254739442,-53,6899824346910240,-75,-4925041018412983,-74,9007199254740536,-53,9007199254740124,-53
-8867734046191991,-75,7200683718972523,-73,9007199254738126,-53,-6053461022813848,-75,5279556727770627,-72,9007199254735247,-53,9007199254739501,-53
-6780993329674241,-74,7382816681006804,-74,9007199254739724,-53,5233405549367695,-75,6354564769302160,-75,9007199254740778,-53,9007199254740641,-53
8403669936766973,-75,-6342237103089812,-73,9007199254738738,-53,-5387080070419652,-74,-5621003808903905,-73,9007199254739031,-53,9007199254738949,-53
-5489735260648561,-73,-5253379746482070,-75,9007199254739383,-53,6224342610368946,-74,4885200336133365,-74,9007199254740202,-53,9007199254739771,-53
-6192368422546881,-76,-4697957822695872,-72,9007199254736505,-53,6034217954291234,-73,6863420502693920,-73,9007199254736775,-53,9007199254736592,-53
6767879919101927,-75,4815361774097559,-72,9007199254736165,-53,6150317774329113,-73,-8633666597222414,-74,9007199254738141,-53,9007199254737054,-53
-6017393946459725,-73,7448181781400084,-73,9007199254736363,-53,-6282997358079319,-74,-5055098132444649,-74,9007199254740171,-53,9007199254737601,-53
-7206868326870957,-73,-8099808364515627,-73,9007199254735057,-53,-4681911153324793,-75,-6687583603831915,-75,9007199254740782,-53,9007199254738693,-53
-7265628720217522,-74,-7102453715413973,-73,9007199254737779,-53,5794209386407661,-75,-8047191045617324,-73,9007199254737617,-53,9007199254737933,-53
4857222686066914,-73,6643159981621900,-77,9007199254739792,-53,-4849504962789164,-74,-4661375244650170,-73,9007199254739598,-53,9007199254739981,-53
-5615690388459251,-74,-5440079350323758,-78,9007199254740593,-53,-5088884727307654,-72,6450386608646371,-74,9007199254735237,-53,9007199254740700,-53
