pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5028374390641072,-53,-7472957205956188,-53,5221856244284967,-72,5167685454896851,-53,-7377307466390853,-53,7188342595658871,-72,6448085742656823,-72
-5300703221208695,-54,8608442063156636,-53,7351008513403935,-73,-5111527772765199,-55,8916089734511798,-53,4979593019730908,-74,4836519944144280,-72
-8936012781785609,-53,4520732645402084,-55,6848775280622292,-72,4637481540758969,-53,-7721619219676380,-53,7475674596070786,-73,7898393815069872,-72
-6092931623766262,-53,6633688464391458,-53,5632266994689660,-72,5726094821702488,-53,6952803499830136,-53,7924266613337367,-72,7626506642790106,-72
5664704306864975,-54,-8550287696533058,-53,8674748231556387,-73,-7784719785520258,-54,-8122756482854770,-53,4685045808968030,-72,4587917689933231,-72
-8760001699183396,-53,-8382847864361637,-55,5141559034576280,-72,7085486116185213,-53,5561072280756819,-53,6451524984950793,-72,5761959462562904,-72
-5916143840550238,-56,-8976789602733483,-53,8825594596899133,-74,5947300312397308,-53,6764558921965576,-53,4861104228999960,-73,4558111957075340,-73
6234226587701791,-55,8871332458707518,-53,7737912023449043,-74,7372440556579160,-53,-5174626426541716,-53,7382271445570290,-73,5449772255065630,-73
7364306657599291,-53,-5186195702761367,-53,5371837130904936,-72,8845625867946452,-53,-6793575104658113,-55,6242631067382199,-74,7861070944051765,-72
-5660442622252212,-53,7006356238072773,-53,8367978166370455,-74,-7017776402043074,-53,-5646277781457920,-53,6392705073135600,-72,6979857153494497,-73
-5987323352675396,-53,-6729160236248655,-53,8873947808617198,-75,-5165735836940368,-53,-7378672758520157,-53,7937575135639430,-72,5445636112312677,-72
8974471129757580,-53,6137133431873018,-56,5738750540981992,-72,-8313251779795688,-54,-7990750879981793,-53,5444403476515336,-72,6024839698252488,-72
-8990735383780631,-53,-8709581640406183,-57,7338538625743381,-72,-8586401031836204,-53,5441821656424723,-54,4949972468373029,-74,7460484325318509,-72
8933213314921583,-53,-4608406726239755,-55,8201530492799910,-73,-8942371871390009,-53,8629711386451245,-56,6981045818355587,-73,4521015458272712,-72
7802055719980852,-53,-9001680944544476,-54,4599677038686225,-72,7806705144006551,-53,8985542434140531,-54,7657241309526040,-72,5448819398074190,-72
