pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
7104193151873518,-66,-5278975597522026,-65,9007199120787450,-53,7261840139422001,-66,-5183445078834045,-65,9007199122221087,-53,9007199121681414,-53
-6284471557468358,-65,6358633637332616,-68,9007199121974082,-53,6578461637762906,-66,-5476720001104359,-65,9007199119700443,-53,9007199122741198,-53
-8598582329105800,-66,4680859718186915,-65,9007199121087291,-53,8030294907408801,-66,4875317670717483,-65,9007199122755618,-53,9007199122538881,-53
8022527973364816,-67,-6054589834691306,-65,9007199120140118,-53,-5507262706699279,-66,-5746405148305060,-65,9007199120394757,-53,9007199120323619,-53
-6189513159133970,-65,-5923029349677092,-67,9007199120728747,-53,4988468276408352,-65,7830438787255704,-66,9007199121684825,-53,9007199121181546,-53
-8427224200386529,-69,-6393473571705612,-65,9007199118574096,-53,8466465842493787,-66,4814949981000061,-65,9007199118739249,-53,9007199118627629,-53
8886850677081810,-68,6323014231052032,-65,9007199118373614,-53,5229721364915563,-65,-7341355734416036,-66,9007199119666164,-53,9007199118955197,-53
5200094805717599,-65,-7324167933049088,-66,9007199120897063,-53,6311065456103065,-65,-4846994187467610,-67,9007199118097763,-53,9007199122725399,-53
-8065488136881534,-66,4991631122519661,-65,9007199118489766,-53,-4941593535009416,-65,-7951695290148263,-66,9007199121641969,-53,9007199119514381,-53
-8553938728146572,-66,-4806891240225954,-65,9007199117764281,-53,-7244180535333456,-66,-5173748645026192,-65,9007199122765274,-53,9007199120940206,-53
-5494608946562843,-65,-6208824959495226,-66,9007199122960848,-53,-6305235528681196,-65,8087515701121094,-68,9007199119817928,-53,9007199124920491,-53
-5824811361503026,-66,-5693994929987851,-65,9007199119402050,-53,4534072474070235,-67,-6297070916889869,-65,9007199119288626,-53,9007199119509754,-53
6330719579375842,-65,8658442423325297,-69,9007199121165031,-53,-5869002529538324,-66,-5641322838495375,-65,9007199120950082,-53,9007199121373950,-53
-6314469284285598,-65,-6117006384876659,-69,9007199122330268,-53,-6131465379267167,-65,7771903726089788,-67,9007199117859067,-53,9007199122419637,-53
6329819388184384,-65,-6530770332253682,-68,9007199119966684,-53,-6346827112615695,-65,6124917078969950,-68,9007199119518864,-53,9007199120275081,-53
5509160255152744,-65,-6217433541607984,-66,9007199122342572,-53,-5880887810621152,-65,-5106354495174702,-66,9007199118740734,-53,9007199125458532,-53
5520810725850504,-65,-6369677235456505,-66,9007199120332254,-53,5478092941289808,-65,6305302387386283,-66,9007199122561791,-53,9007199120951438,-53
7058451939807550,-66,-5384368271745576,-65,9007199117604843,-53,6904413026767215,-66,-5336502198691203,-65,9007199121081887,-53,9007199118525321,-53
-6039302978602989,-65,-8325416317459391,-67,9007199119727859,-53,-8775403218306588,-66,4683732175344453,-65,9007199118457120,-53,9007199119913948,-53
-7297748859453092,-67,-6098727331269381,-65,9007199120661478,-53,-5847756709677608,-65,5211164613556853,-66,9007199119131950,-53,9007199121817965,-53
5073040806712939,-65,-7764613648548130,-66,9007199119718482,-53,4937375199165495,-65,-8007951870392328,-66,9007199121037181,-53,9007199120615270,-53
6323524722689909,-65,-6852800286966548,-68,9007199120007402,-53,5486710208183296,-68,-6387448869444193,-65,9007199118190419,-53,9007199120755672,-53
8326141692474769,-75,6352138392794901,-65,9007199121234939,-53,6248316748049742,-65,-5518069364779707,-67,9007199119266904,-53,9007199122393059,-53
-6216373515267412,-65,-5264575884991168,-67,9007199121149553,-53,-5061222996774302,-65,7865097471628635,-66,9007199118815636,-53,9007199122593801,-53
-6265992724360968,-65,4759636802721332,-67,9007199120146964,-53,-6002757527846153,-67,6166944441658638,-65,9007199121454823,-53,9007199120648478,-53
4581148545160598,-65,-8773201520894032,-66,9007199121633773,-53,5373592791908026,-65,7047397207431590,-66,9007199118117385,-53,9007199122878738,-53
