pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
6238525377580670,-67,-4635716193060593,-66,9007199228916691,-53,6398090287763187,-68,-4566907144651308,-67,9007199248311621,-53,9007199241010665,-53
-4583715014442441,-67,7444039684766838,-66,9007199204558974,-53,-6383790653747645,-68,5567655390470508,-65,9007199150067741,-53,9007199230587534,-53
-6768829653437887,-67,7369573460219794,-67,9007199234035076,-53,8850677646210571,-69,5373384866175248,-68,9007199252235830,-53,9007199249871320,-53
8611788393627938,-68,-6499303790486295,-66,9007199215965965,-53,-5489601481162395,-67,-5727977017533839,-66,9007199221369505,-53,9007199219859933,-53
-5545286141615000,-66,-5306538935242996,-68,9007199227849219,-53,6036549436740358,-67,4737810108383747,-67,9007199242563493,-53,9007199234817905,-53
-6489613933323864,-69,-4923468770579946,-65,9007199173991432,-53,6313089340827083,-66,7180613485523398,-66,9007199179123195,-53,9007199175654847,-53
7106462515999703,-68,5056264052797058,-65,9007199167539952,-53,6357008956063778,-66,-8923814654145808,-67,9007199204845309,-53,9007199184325497,-53
-6311478163315556,-66,7812191970141608,-66,9007199171307336,-53,-6109346948870882,-67,-4915384583439407,-67,9007199242026166,-53,9007199194294296,-53
-7605944106626298,-66,-8548330134628408,-66,9007199146442921,-53,-7897618375976800,-69,-5640429883317794,-68,9007199252290079,-53,9007199213662098,-53
-7539740519597407,-67,-7370409379392106,-66,9007199198050287,-53,6022224824926065,-68,-8363866483583402,-66,9007199195001212,-53,9007199200945601,-53
4833970981095163,-66,6611358928642406,-70,9007199235270800,-53,-4864566309406822,-67,-4675852307528412,-66,9007199231762249,-53,9007199238680919,-53
-5138836600251059,-67,-4978137493328543,-71,9007199249260001,-53,-5366805930224974,-65,6802664033194209,-67,9007199149871461,-53,9007199251246547,-53
7124448046773493,-66,-7350625836876672,-69,9007199212056814,-53,-7994247352810658,-66,7714737029375441,-69,9007199201108300,-53,9007199219596630,-53
5607097598261444,-66,-6469231368754569,-67,9007199220080237,-53,7351209738143900,-68,8461265774213502,-69,9007199251021857,-53,9007199228673299,-53
6440825147005475,-66,-4913226704826564,-65,9007199140554155,-53,5446510418263325,-67,-8419344181634436,-67,9007199233947774,-53,9007199165278263,-53
-7229641045287873,-66,-4983172043285773,-67,9007199206371018,-53,-6909279749807515,-66,7375436790213762,-66,9007199170256722,-53,9007199211659659,-53
6087164131763885,-66,-4658397152641017,-66,9007199206140631,-53,7923728149353474,-67,-6425765826427386,-67,9007199233218593,-53,9007199224555150,-53
-6713338610829009,-66,5099439933436974,-68,9007199216116469,-53,-8107434794861590,-69,8329188662434831,-67,9007199239544952,-53,9007199225100407,-53
5886850606186450,-66,5050289579785789,-68,9007199224756440,-53,-5576262978066798,-69,5829979749366059,-68,9007199252581930,-53,9007199230913182,-53
8481915673017504,-66,5942096381562240,-66,9007199166024710,-53,-6051698290614365,-72,5813077671456264,-68,9007199252986597,-53,9007199212725202,-53
5769743362793597,-66,8336285809193408,-67,9007199212833248,-53,-7976290749288800,-66,6242369749492261,-68,9007199200100201,-53,9007199223543525,-53
-6929867884471702,-66,7610909547828229,-67,9007199203038436,-53,-7508352104245586,-66,8463226420966516,-66,9007199148860589,-53,9007199203939303,-53
7043877658001363,-69,-4685019971068259,-65,9007199181475205,-53,-4652636163665702,-85,-7511563332286193,-68,9007199251823961,-53,9007199205351841,-53
6241454652753401,-66,8176112495580619,-68,9007199219061543,-53,8920612558368864,-67,-6824088150086111,-71,9007199238247169,-53,9007199224189142,-53
6153753302274074,-67,-7043918954893371,-67,9007199236649420,-53,7643623019208731,-67,-6937198877317850,-69,9007199242036993,-53,9007199239635442,-53
6619097516497573,-68,4730749968624117,-65,9007199178426748,-53,-8641060250725925,-66,-8075856749653986,-67,9007199179490065,-53,9007199178907484,-53
-6628568310263971,-66,7520147434859195,-68,9007199215472696,-53,5924900141614764,-68,6912541272524976,-68,9007199250455800,-53,9007199223491500,-53
-8979544098813362,-67,5481858970986480,-65,9007199138636957,-53,5527490706089854,-66,-4852335325817666,-66,9007199209991917,-53,9007199187149729,-53
-6993017338482891,-66,5853211894031397,-69,9007199213847163,-53,7252157775067172,-70,6978917376260001,-67,9007199244499035,-53,9007199240829932,-53
8232140302653201,-66,-4509582278228840,-67,9007199194479050,-53,-6565174729674147,-68,-6667167341375912,-66,9007199215743591,-53,9007199197747289,-53
7487154266638190,-67,-5863974019714120,-66,9007199214704986,-53,4932005719066072,-66,8334649789441302,-66,9007199177158839,-53,9007199219391987,-53
8291273794474928,-67,6424458628186183,-69,9007199239991364,-53,6616313753979393,-67,8703660799292605,-68,9007199241772033,-53,9007199240378571,-53
-5710667905727457,-68,-6494490804631499,-66,9007199218165841,-53,-6915895268117814,-68,-6487631606611384,-66,9007199217452753,-53,9007199218521059,-53
7181240913826978,-67,-5418860829722792,-70,9007199243981640,-53,7777828814627017,-67,6331895469442703,-72,9007199242222901,-53,9007199244455584,-53
-6761959780657263,-66,6549201644048318,-67,9007199208049036,-53,-7076876825042159,-66,5065118440808383,-66,9007199192092309,-53,9007199209974327,-53
-7536007602157442,-69,7359615190820094,-68,9007199251206770,-53,7114666725367511,-68,5001066965901724,-71,9007199252103874,-53,9007199251685345,-53
6397292310996018,-66,-5794691144204885,-66,9007199193112898,-53,-8105247463847504,-67,-8260846814821084,-66,9007199184707456,-53,9007199199924870,-53
6252342841174461,-72,-7283784036406932,-66,9007199210848263,-53,-8950561794895386,-68,8507981273402767,-68,9007199246857015,-53,9007199214324894,-53
-7659652683024877,-66,-4992628334251294,-66,9007199185591491,-53,-6796738218577501,-66,8259927436950053,-70,9007199216308394,-53,9007199199675638,-53
-5894158393500002,-66,8991012787264469,-68,9007199221824582,-53,-5197828637471993,-67,4620179037062943,-68,9007199248050355,-53,9007199243509896,-53
5539661970340614,-66,6682344928207257,-67,9007199220122418,-53,5255524141508778,-68,4697580382612154,-66,9007199235059433,-53,9007199232778182,-53
7615648362296489,-68,-5131741632485767,-65,9007199164608108,-53,-7216771114193374,-70,-8114291208232523,-68,9007199251168769,-53,9007199207093692,-53
5102161935674137,-66,-4630360394439135,-66,9007199215472831,-53,-5749348224446087,-66,6842556566662391,-67,9007199217716264,-53,9007199215863439,-53
5732007081857058,-68,-6676811838999103,-66,9007199216166822,-53,6408342451583779,-67,5039657683766553,-66,9007199225239709,-53,9007199217471769,-53
-4838795486703245,-66,-4869046569597854,-68,9007199234147778,-53,5069273857110931,-66,6708864210854517,-66,9007199196254031,-53,9007199240205854,-53
-4609440681075867,-65,-4987138502379857,-66,9007199163867489,-53,4600433581148831,-65,-5794970226367717,-66,9007199156937111,-53,9007199164442514,-53
-8411463745143458,-67,5483009667651996,-65,9007199140638241,-53,-4693360038933307,-65,-6469623822613076,-71,9007199181823872,-53,9007199179917858,-53
4874730275451648,-66,6849170374303529,-67,9007199225383708,-53,6888368583556429,-67,-8011820631152673,-67,9007199231654610,-53,9007199226372204,-53
-4966007941041245,-65,7309987341280997,-67,9007199162093522,-53,-7556914925572666,-66,-6131047434261662,-68,9007199205559875,-53,9007199198838137,-53
-5247752341199697,-67,-5600677613033912,-66,9007199223099418,-53,8822090453790561,-67,6281610379251290,-67,9007199230486421,-53,9007199223779226,-53
4816868796874757,-65,5823303851924414,-66,9007199149920856,-53,4982283041590428,-66,-7904181699533113,-66,9007199182528759,-53,9007199166954264,-53
-7569707424621285,-67,-5197855419994628,-66,9007199220543014,-53,5970614143472072,-66,4940388318346264,-68,9007199223991630,-53,9007199222543734,-53
-5280120660691666,-67,5199355432640361,-67,9007199243385256,-53,6618406075426782,-66,-6135303820918281,-69,9007199218021241,-53,9007199249590598,-53
7572400606241896,-66,8936244121228553,-68,9007199203180939,-53,8403826795025997,-67,-7473355246728854,-66,9007199193937332,-53,9007199210640741,-53
-6878679225535138,-67,7502326421122492,-67,9007199233316781,-53,5468431621378466,-67,-8096028116293092,-66,9007199194338934,-53,9007199236062660,-53
-6778270340419707,-67,6307023566271916,-67,9007199237013789,-53,4619174083231558,-66,-4570597078897315,-67,9007199232771605,-53,9007199240636359,-53
-5926266012811931,-66,5775648743724132,-67,9007199218791591,-53,-7477339054743081,-71,-6305963089717627,-67,9007199246472583,-53,9007199231168976,-53
8979077444402393,-70,5277337251055624,-65,9007199162331607,-53,-4708499546109909,-65,4972966676251241,-69,9007199181067088,-53,9007199179034713,-53
-6058587013778248,-66,5325321154399973,-66,9007199200920053,-53,6545015397537390,-68,5684280800827079,-68,9007199250855917,-53,9007199232435853,-53
-7350906144486686,-66,7421020519681550,-66,9007199164489493,-53,-7160952127901552,-67,-7623258803980968,-66,9007199196065858,-53,9007199189609589,-53
-7478666166938231,-68,6252828992152565,-66,9007199219508455,-53,-5953616599070493,-68,7995132322912852,-68,9007199249603803,-53,9007199241730569,-53
7178358113226100,-68,5707816320913302,-66,9007199225128159,-53,-6009479410223188,-66,-5963808064799672,-69,9007199224408629,-53,9007199225379118,-53
6880033052540579,-66,4662269070617646,-65,9007199143665635,-53,-5464985839393040,-67,-5046122113028497,-65,9007199164313681,-53,9007199158306588,-53
-5077697676089261,-67,-4752151490580435,-66,9007199230729016,-53,-4734269622693553,-67,-6717270780439760,-66,9007199212782211,-53,9007199237518762,-53
-8989038438487158,-70,5132339491406398,-65,9007199167325148,-53,-8390522629107500,-66,-4606716735147458,-66,9007199178952463,-53,9007199178670520,-53
7039263212025608,-66,-5469910077612121,-66,9007199189004003,-53,-8146965868452722,-66,-8212403495028941,-66,9007199144050474,-53,9007199203818111,-53
-6422071370202259,-66,-6872420819000286,-70,9007199220472972,-53,-7624716839354737,-66,-5835634078966193,-68,9007199204891183,-53,9007199235193205,-53
6368368822616463,-66,-8072708834474847,-66,9007199167287529,-53,-6311645820923075,-68,4893582812016698,-66,9007199232872853,-53,9007199197471188,-53
