pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
6672826903449558,-66,-4958436466568897,-65,9007199136560880,-53,6818522893157657,-66,-4867008672304436,-65,9007199137907232,-53,9007199137400416,-53
-5901177274807554,-65,5970816157941225,-68,9007199137675299,-53,6180628688436255,-66,-5145514957942240,-65,9007199135539742,-53,9007199138395827,-53
-8075891524415274,-66,8792639037047812,-66,9007199136842504,-53,7539073719412356,-66,4577089602423205,-65,9007199138409098,-53,9007199138205577,-53
7536573258125721,-67,-5687840539609336,-65,9007199135952806,-53,-5173351077622380,-66,-5397994039811485,-65,9007199136192014,-53,9007199136125187,-53
-5813768557044037,-65,-5563462086640074,-67,9007199136505741,-53,4684549024674450,-65,7353374292684171,-66,9007199137403675,-53,9007199136931003,-53
-7919699387238228,-69,-6008430240391410,-65,9007199134481370,-53,7956268227089437,-66,4524796327244355,-65,9007199134636574,-53,9007199134531678,-53
8352038683111155,-68,5942494295285069,-65,9007199134292957,-53,4913493715859640,-65,-6897443047145157,-66,9007199135507536,-53,9007199134839457,-53
4884216045667349,-65,-6879262758907346,-66,9007199136663836,-53,5931648158570751,-65,-4555595936482053,-67,9007199134033698,-53,9007199138381684,-53
-7579899016400823,-66,4691106005451466,-65,9007199134402118,-53,-4640578570339131,-65,-7467321320521825,-66,9007199137363429,-53,9007199135364684,-53
-8040307679363987,-66,-4518255949798051,-65,9007199133720253,-53,-6801030539793260,-66,-4857253676715202,-65,9007199138418164,-53,9007199136703703,-53
-5158236587441408,-65,-5828729284023379,-66,9007199138601770,-53,-5923759970635128,-65,7598209702755509,-68,9007199135650121,-53,9007199140442152,-53
-5472944006072419,-66,-5350029981853785,-65,9007199135259384,-53,8520582500947735,-68,-5916834431796469,-65,9007199135152811,-53,9007199135360584,-53
5945775694709115,-65,8131959703658438,-69,9007199136915518,-53,-5512420466039915,-66,-5298573874171855,-65,9007199136713634,-53,9007199137111739,-53
-5928827773491120,-65,-5743424460949350,-69,9007199138009746,-53,-5763167067357685,-65,7305069316109968,-67,9007199133809346,-53,9007199138093703,-53
5946645183726450,-65,-6135431607229402,-68,9007199135789875,-53,-5963260068279637,-65,5754761046814266,-68,9007199135369141,-53,9007199136079618,-53
5172685484307646,-65,-5837700618754540,-66,9007199138021300,-53,-5526497753054497,-65,-4798638836965338,-66,9007199134637969,-53,9007199140948227,-53
5186155502879422,-65,-5983566234493483,-66,9007199136133300,-53,5143238289515146,-65,5919883618867715,-66,9007199138227124,-53,9007199136714794,-53
6634865559905770,-66,-5061245711198837,-65,9007199133570386,-53,6484715906449397,-66,-5012113348157869,-65,9007199136837428,-53,9007199134435270,-53
-5674038608258493,-65,-7821885039126997,-67,9007199135565500,-53,-8247136378529223,-66,8803556269640012,-66,9007199134371437,-53,9007199135740361,-53
-6854838129781706,-67,-5728586918879007,-65,9007199136442555,-53,-5494855235136633,-65,4896680313422322,-66,9007199135005593,-53,9007199137529052,-53
4766227798999000,-65,-7295016703044482,-66,9007199135556690,-53,4637298179211864,-65,-7521255551748043,-66,9007199136795440,-53,9007199136399109,-53
5940673726794824,-65,-6437904871895056,-68,9007199135828128,-53,5156740737066763,-68,-6003309185505561,-65,9007199134120784,-53,9007199136531246,-53
7819732220495087,-75,5965791010267832,-65,9007199136981175,-53,5871054437154741,-65,-5184898098952718,-67,9007199135132401,-53,9007199138069113,-53
-5838404422267239,-65,-4944478167665523,-67,9007199136900981,-53,-4756142999468265,-65,7391005751705317,-66,9007199134708357,-53,9007199138257796,-53
-5886428308037845,-65,8942640709617137,-68,9007199135959237,-53,-5637359028209230,-67,5791551593309677,-65,9007199137187680,-53,9007199136430298,-53
8604197035301606,-66,-8238802319117301,-66,9007199137355732,-53,5050512565009855,-65,6623681682830018,-66,9007199134052141,-53,9007199138525358,-53
5848711802036993,-65,5017570555970393,-67,9007199136351823,-53,-5115153596431738,-66,5347890154999926,-65,9007199138468751,-53,9007199136820220,-53
4942425246755009,-65,6924937315354560,-66,9007199134249706,-53,-6156293680169734,-69,5913548827545551,-65,9007199138544924,-53,9007199136556335,-53
4859657265021447,-65,7021368083229106,-66,9007199135821631,-53,-5895625217814731,-65,4614008399494701,-67,9007199135332626,-53,9007199136232953,-53
5771740511645013,-65,5551800848221124,-67,9007199138143616,-53,5975530588624143,-66,5188568343442161,-65,9007199136129965,-53,9007199139712353,-53
-5044228456427208,-65,6278822275645296,-66,9007199137942616,-53,5903753992947115,-65,5002323366380796,-67,9007199134243065,-53,9007199141577702,-53
-5263334438569587,-65,5780595387927266,-66,9007199135440007,-53,-8025170041055953,-66,4522885326982007,-65,9007199133782932,-53,9007199135467560,-53
4507948270206632,-68,-5996648067977162,-65,9007199134709431,-53,-7347521839576415,-83,-5931194025480194,-65,9007199138343237,-53,9007199135942759,-53
-6354293484413716,-66,5077663598504415,-65,9007199136034191,-53,5744007351750958,-66,5301741263390902,-65,9007199134446214,-53,9007199136770140,-53
