pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5028374390336729,-53,-7472957205503886,-53,6527320305224520,-69,5167685454304145,-53,-7377307465544715,-53,8985428244230061,-69,8060107178057246,-69
-5300703221049748,-54,8608442062898502,-53,4594380320831537,-69,-5111527772747616,-55,8916089734481127,-53,6224491274656498,-71,6045649930113344,-69
-8936012780855240,-53,4520732644931410,-55,8560969100480757,-69,4637481540615153,-53,-7721619219436919,-53,4672296622495942,-69,4936496134228143,-68
-6092931623337241,-53,6633688463924361,-53,7040333743196831,-69,5726094820904379,-53,6952803498861047,-53,4952666633105752,-68,4766566651532873,-68
5664704306628428,-54,-8550287696176015,-53,5421717644647275,-69,-7784719785140981,-54,-8122756482459023,-53,5856307261114929,-69,5734897112326918,-69
-8760001698669376,-53,-8382847863869748,-55,6426948793094643,-69,7085486115530606,-53,5561072280243049,-53,8064406230940142,-69,7202449328019840,-69
-5916143840486310,-56,-8976789602636482,-53,5515996623042090,-70,5947300312319322,-53,6764558921876874,-53,6076380286223391,-70,5697639946322138,-70
6234226587650007,-55,8871332458633829,-53,4836195014642261,-70,7372440556356205,-53,-5174626426385226,-53,4613919653434920,-69,6812215318782816,-70
7364306657127593,-53,-5186195702429181,-53,6714796413487804,-69,8845625867898629,-53,-6793575104621385,-55,7803288834213686,-71,4913169339915000,-68
-5660442622197225,-53,7006356238004712,-53,5229986353964599,-70,-7017776401406492,-53,-5646277780945746,-53,7990881341177882,-69,8724821441699616,-70
-5987323352659044,-53,-6729160236230277,-53,5546217380380699,-71,-5165735836217942,-53,-7378672757488252,-53,4960984459543380,-68,6807045140096652,-69
8974471129101541,-53,6137133431424390,-56,7173438176052696,-69,-8313251779248725,-54,-7990750879456050,-53,6805504345494916,-69,7531049622615993,-69
-8990735382705899,-53,-8709581639365059,-57,4586586640906856,-68,-8586401031807018,-53,5441821656406226,-54,6187465585459275,-71,4662802703137676,-68
8933213314588139,-53,-4608406726067739,-55,5125956557936166,-69,-8942371871148174,-53,8629711386217866,-56,8726307272865820,-70,5651269322760277,-69
7802055719614457,-53,-9001680944121745,-54,5749596298267778,-69,7806705142990540,-53,8985542432971100,-54,4785775818246159,-68,6811024247412412,-69
4937685582500706,-53,-7533186543733059,-53,8936152892927145,-72,4892349040125108,-53,-7562708461436509,-53,7031082372604422,-69,5365300101736916,-70
7152950312934033,-53,-5474024134962666,-53,4703020398898846,-69,6995909428356687,-53,-5673349070308969,-53,6954557169370968,-69,6234190527711467,-69
-8849055750919941,-53,6721726831514444,-55,5433395991032957,-69,-8518795637745646,-55,8751801012137733,-53,7669950599098594,-69,6291030199804369,-69
8806922527428354,-53,7555399660305807,-55,6146891188404439,-69,-7772139716910975,-54,8125767621982452,-53,5007404120694849,-68,7002716892377993,-69
7377041553536374,-53,5168065047068325,-53,4680216354902397,-70,-4678574596986916,-56,8988193468325109,-53,5077319777391286,-68,6536687490657627,-69
7301284960758875,-53,5274549869908037,-53,5183586521586743,-69,-8839596304691250,-53,6918006164086775,-55,8594031556214344,-70,5929316752072376,-69
-7647091479537218,-53,4759372889270773,-53,4525110179439386,-68,8811673659450957,-53,7466239463272390,-55,4656269229685895,-70,7827586734015434,-68
-7895122841285239,-53,8671026174779008,-54,8983082313082438,-70,-5977599058758628,-53,6737799930749743,-53,5997323906627561,-71,4541295536689249,-69
6741416160817283,-56,-8967693898213690,-53,6339566245695321,-70,-5579027843591519,-70,-9007199253403056,-53,4892249732023270,-68,5414843091291756,-69
8457696215596652,-53,-6195809267509731,-54,4569801347608181,-68,-7396618007561186,-53,-5140007826304285,-53,6670190925580374,-69,5537371512267380,-68
8559860627489231,-53,5606576297559812,-54,5666676803745188,-69,8996922027709029,-53,-6882463350450019,-57,7512539045082557,-69,6160006624191710,-69
5926003143592330,-53,-6783223801721489,-53,7327022980486324,-69,8783932433760861,-53,-7972120820818526,-55,7992347374752314,-69,7695773993593141,-69
6207059685614119,-55,8872522980596513,-53,5999237070433288,-70,-8160204670540956,-53,-7626453473878965,-54,6117160264846091,-70,6052551212452938,-70
-7614327951752452,-54,-8163035026997604,-53,5013314864423524,-68,8447174217874753,-53,6252962864660730,-54,7284601849685921,-71,7014785955795790,-68
8908392576431694,-53,-5321924612889355,-55,4599619338623576,-68,-8687979124202066,-53,-4753380751172444,-54,6757397806599136,-69,5643034526505364,-68
-8665400784120074,-53,4915472574810981,-54,5383600402534787,-69,5861730445134861,-53,6838841611154616,-53,4717440847547462,-68,6312232357815320,-69
7431339194859232,-53,-5089679377507883,-53,4602312238551543,-68,-8146377040641037,-54,8033602783376069,-53,7018198089492094,-69,5170467371079070,-68
-6826853401531452,-54,8335355815612127,-53,8246190193319280,-72,6769022155822518,-53,-5942219910338846,-53,4975193941027051,-69,7425008014523681,-70
-8958301230062958,-53,7498170356531124,-56,5259653118468675,-69,4640937491190392,-55,8932160690369184,-53,8343724501828421,-69,7974553769818465,-69
8687226549794553,-53,-4758879398992546,-54,7877849298418142,-70,-8612285117107865,-55,-8746080406339668,-53,5404503867339732,-69,8328351652791266,-70
-5463859375560033,-53,-7160717779980892,-53,7803172377860820,-69,7002604436946455,-54,8298826494595113,-53,6045417698214332,-70,5831890190904858,-68
-8193757424188912,-54,-8021547432899149,-53,7957439073341052,-69,8187554770947069,-54,8023130631479117,-53,7195429837388665,-70,5514376264627880,-68
4846758247690530,-53,-7592007171785935,-53,5324748911094746,-69,4587040791247021,-53,7751689828162887,-53,5859693092561022,-70,5623711904109316,-69
8842817623944525,-53,6851820044766106,-55,7725641482376981,-69,7525294284991626,-53,4949705478524854,-53,7956648761082864,-69,7775874129393029,-69
-8269909826404468,-56,-8947682529091003,-53,7977605919088436,-69,4572351974790788,-54,8712234946830330,-53,5812860738103566,-71,4924775891883414,-68
-7735418020691698,-55,-8797149831629629,-53,5594741453407040,-69,-4638979162802093,-54,-8703424986132622,-53,5538099651864839,-69,5622957013378428,-69
6172158689777418,-54,8462018238775890,-53,8861220157517168,-69,8889646012512262,-53,-5801837186509691,-55,8200806081110602,-69,4715350837474152,-68
8967396725742603,-53,-6766668246451451,-56,8266645610158972,-69,9004285856160094,-53,7330348632894308,-58,8017617830683520,-69,8333753475840658,-69
-8106651348923574,-53,7851583869807671,-54,4836485263203762,-69,-7324459931117577,-53,5242320586220565,-53,7583905292266727,-70,4962515431649849,-69
-8209645233092100,-54,8017485246619329,-53,4809213156880187,-68,8972629984322964,-53,6307073141158127,-56,4932803029521614,-68,4875144111865897,-68
6675699358275362,-53,-6046873282041677,-53,7708900367619905,-70,-7934200976820809,-54,-8086516686858517,-53,6708241688547247,-70,8519858272187548,-70
7731013546746853,-59,-9006389202813263,-53,5037286294704761,-69,-6528412109923482,-53,6205600190142481,-53,8722618670920384,-69,5393103714939730,-69
-7545786213191615,-53,-4918409177438794,-53,6810550206063860,-70,-8981329219901972,-53,5457406571947964,-56,5448321519673210,-69,8684083238255255,-70
-8415995920875830,-53,6418925475909013,-54,5894464215949473,-69,-8230915928588338,-53,7316190640633872,-54,8936185636493252,-69,8409573525449958,-69
7712916328298882,-53,4651941543007717,-53,5753055854663269,-69,4852284261981036,-54,8674299554600090,-53,7150377794586199,-69,6936972244117965,-69
6571359009049812,-55,-8856111785755389,-53,4535592024626700,-70,-7819943752510304,-55,-8792477942811888,-53,4804347481374845,-68,5870845881877466,-69
6669970301467467,-53,-6053192098835166,-53,5383610765374741,-69,-7740385963316771,-53,4606089832634664,-53,5558967093453667,-69,5414142397432645,-69
7560462529656539,-55,-8806650969797027,-53,5437308205647140,-69,4832648490741294,-53,7600996445902496,-53,6189666103754151,-69,5545519366251367,-69
-8735045028426984,-53,-8789654604708770,-55,7052305780047927,-69,5430079299264661,-53,7186367456127251,-53,8100244062580024,-70,7532265096816038,-69
-7922268093694439,-53,-8571419174227729,-54,8920865502309876,-71,7621503632303943,-53,-4800241743553813,-53,7542914655801250,-71,4517598244222701,-70
6453755183984631,-53,-6283206380755531,-53,8451645671514653,-69,-8058754825986544,-53,8046392749153508,-54,7587395383823599,-71,5776755506410350,-68
-7584334090252071,-55,-8805368003695529,-53,6410048243208082,-69,-8403211645299239,-56,-8945741735382638,-53,5125014114263630,-71,5171823309996688,-68
-6450798334184612,-54,8409901225771588,-53,8966546171356891,-72,-9005110732531032,-53,-6206606614148926,-58,6378939089920411,-70,6187470443293933,-70
7370256375172590,-53,5177736896548270,-53,6202479309168799,-69,5872166884918904,-53,-6829882464546462,-53,6794677933280799,-69,6295828923319776,-69
7752844124005204,-53,4585089571546752,-53,5116204682128161,-68,-6015436671399264,-53,-6704040577602861,-53,7624427677876766,-71,4534136822535383,-67
-8519345864012493,-53,5848208081783723,-54,4858048485386323,-68,-7025743971508890,-57,-8996489409108696,-53,7777711969583852,-69,5155577065305519,-68
-8452994135054653,-53,6221423813331234,-54,8563287194660364,-71,-8827450334992186,-53,-7161853383353357,-55,4662927192667781,-69,8545805949015070,-70
-7642478655805750,-54,-8156455627605988,-53,6002783021580650,-69,7337272601873759,-53,5224372610181413,-53,6678765157717713,-69,6064992024122581,-69
7708367270138999,-53,4659475554469378,-53,6196780112005593,-71,4803004052114046,-53,-7619763151670432,-53,6458826194658015,-70,4853782871615843,-70
-5301989063832089,-53,-7281383822723017,-53,5787667670014557,-69,8820453039398318,-53,7298489252736130,-55,6079894986522964,-69,5957203850188824,-69
-6417947293041106,-53,6319777760552464,-53,8180064189848635,-69,8947330765277563,-53,-8294231572620344,-56,5583211298767134,-69,8815387908643543,-69
8639067088395361,-53,5097512433371250,-54,9002228636853606,-70,8828810078806436,-54,-7851284389139597,-53,7810629368655617,-70,4981938229920137,-69
-6087130074288954,-53,6639012416165482,-53,6964785260942883,-69,5764038353460654,-54,-8533674699446241,-53,7860433892128732,-70,7178562069570736,-69
-6594148471888446,-53,6135702431886359,-53,7368584821633287,-69,8073192506548634,-53,-7988291721188445,-54,6908286984101199,-69,7761651610040766,-69
-8097020880778734,-53,7891233430439306,-54,5644902415789961,-69,-5325569507981350,-56,-8982565723766006,-53,8657315442107701,-69,6991884341243078,-69
-5878113962119623,-53,6824764804708767,-53,5007131837354764,-68,-5119623172884581,-56,-8984436470894955,-53,4716328254588756,-69,6196739334657782,-68
-6547682323050613,-57,8997898036812350,-53,4860542221427554,-68,-5873540879725715,-54,-8514987832832858,-53,4570069086520947,-69,7170953168733298,-68
7651800220626409,-57,8994494276719087,-53,8611077922277844,-71,-8987639230917505,-53,4746228597435844,-56,6293599004191541,-70,6077939584141837,-70
