pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
7293632017697509,-73,-5419743609951891,-72,9007199254732374,-53,7295127988215077,-73,-5207205686710105,-72,9007199254732829,-53,9007199254732658,-53
-6337348932679033,-72,6412135010295135,-75,9007199254732752,-53,6862478151754569,-73,-5713170254746187,-72,9007199254732023,-53,9007199254732998,-53
-8788411804530351,-73,4784198281548876,-72,9007199254732470,-53,8000251984073133,-73,4857078141944603,-72,9007199254732996,-53,9007199254732928,-53
8315515764757342,-74,-6275707281628649,-72,9007199254732166,-53,-5687088928080806,-73,-5934039982410583,-72,9007199254732248,-53,9007199254732225,-53
-6360111068839122,-72,-6086282322923628,-74,9007199254732355,-53,5052747593019768,-72,7931338547687722,-73,9007199254732660,-53,9007199254732500,-53
-8933448233388585,-76,-6777530041475626,-72,9007199254731653,-53,8954182930350686,-73,5092318770598612,-72,9007199254731707,-53,9007199254731670,-53
4723607981420183,-74,6721715391360306,-72,9007199254731586,-53,5458213306670870,-72,-7662107168350272,-73,9007199254732012,-53,9007199254731778,-53
-8560117761460338,-73,5297751296062239,-72,9007199254731625,-53,-5008536590455616,-72,-8059415760261486,-73,9007199254732647,-53,9007199254731957,-53
-4585292456512645,-72,-5153415951077434,-72,9007199254731383,-53,-7215985744802513,-73,-5153612101134889,-72,9007199254732999,-53,9007199254732409,-53
-6102482664442392,-73,-5965430156472490,-72,9007199254731925,-53,4757946035969354,-74,-6607993978609251,-72,9007199254731888,-53,9007199254731961,-53
6462933633301556,-72,8839269856781620,-76,9007199254732495,-53,-6010907257140937,-73,-5777722571957077,-72,9007199254732426,-53,9007199254732562,-53
6577624695976878,-72,-6786442643430070,-75,9007199254732109,-53,-6638221598776530,-72,6406123268036698,-75,9007199254731963,-53,9007199254732210,-53
5524014446079317,-72,-6234197429500688,-73,9007199254732867,-53,-6219530322011792,-72,-5400396613640859,-73,9007199254731708,-53,9007199254733871,-53
5706326642638569,-72,-6583717631090198,-73,9007199254732228,-53,5474167427066653,-72,6300784108038298,-73,9007199254732936,-53,9007199254732424,-53
7583903882600366,-73,-5785196497711771,-72,9007199254731329,-53,7057412606312145,-73,-5454757376861308,-72,9007199254732469,-53,9007199254731631,-53
-6297542305161006,-72,-8681409370093615,-74,9007199254732032,-53,-4658917819421117,-72,4973246869747641,-72,9007199254731614,-53,9007199254732093,-53
-7506385271818645,-74,-6273084741327905,-72,9007199254732334,-53,-6150249430018213,-72,5480727702166333,-73,9007199254731837,-53,9007199254732710,-53
5290681208676783,-72,-8097726213565899,-73,9007199254732029,-53,5050168690795975,-72,-8190892160695370,-73,9007199254732454,-53,9007199254732318,-53
6567184575437975,-72,-7116854336260102,-75,9007199254732123,-53,5847614144563228,-75,-6807601447754184,-72,9007199254731525,-53,9007199254732369,-53
8491094662838958,-82,6477983488249251,-72,9007199254732517,-53,6558871632325774,-72,-5792329371451288,-74,9007199254731881,-53,9007199254732892,-53
-6347675744249319,-72,-5375774246326121,-74,9007199254732490,-53,-5347002030312750,-72,8309195658086780,-73,9007199254731732,-53,9007199254732959,-53
-6494180030067777,-72,4932967469693455,-74,9007199254732168,-53,-6101387496108502,-74,6268272128431736,-72,9007199254732587,-53,9007199254732329,-53
4643787884337117,-72,-8893159985526611,-73,9007199254732644,-53,5732879893738845,-72,7518597578610002,-73,9007199254731501,-53,9007199254733049,-53
6413649853437878,-72,5502227114303311,-74,9007199254732303,-53,-5422731272460208,-73,5669462439100616,-72,9007199254733016,-53,9007199254732461,-53
5594049061396523,-72,7837941325389389,-73,9007199254731571,-53,-6518284803738853,-76,6261266512174436,-72,9007199254733041,-53,9007199254732361,-53
5372695662645827,-72,7762620240347008,-73,9007199254732120,-53,-6566543482023507,-72,5139079514442729,-74,9007199254731951,-53,9007199254732263,-53
6151493156264414,-72,5917082525430709,-74,9007199254732908,-53,6575213645406392,-73,5709274660374500,-72,9007199254732227,-53,9007199254733439,-53
-5393718585250910,-72,6713851423300252,-73,9007199254732841,-53,6682771035288416,-72,5662394087208282,-74,9007199254731568,-53,9007199254734092,-53
-5852811064168261,-72,6428003585714653,-73,9007199254731988,-53,-4572523037576451,-72,5154033434342164,-72,9007199254731405,-53,9007199254731998,-53
5067893276188217,-75,-6741508686827834,-72,9007199254731733,-53,-7805420850313384,-90,-6300827207395713,-72,9007199254732975,-53,9007199254732154,-53
-7002293785051323,-73,5595475302738451,-72,9007199254732194,-53,6482610975839310,-73,5983475298763540,-72,9007199254731640,-53,9007199254732450,-53
5959493640798751,-72,-8731428745628315,-74,9007199254732857,-53,-5356035766510277,-72,-7443960396409794,-73,9007199254732401,-53,9007199254733215,-53
6266179389833915,-72,8208501136216621,-74,9007199254732212,-53,6455015242915841,-72,-4937956080883944,-76,9007199254732558,-53,9007199254732305,-53
8520809369774313,-73,-4876689695100908,-72,9007199254732524,-53,6268927792644571,-72,-5689553073958709,-74,9007199254732647,-53,9007199254732592,-53
4674526911998705,-74,6681883138042017,-72,9007199254731700,-53,-6141638784975236,-72,-5739920055691339,-73,9007199254731711,-53,9007199254731705,-53
-5311913139866711,-73,-5694702578593440,-72,9007199254733018,-53,6440145403334066,-72,4767273529750289,-73,9007199254731469,-53,9007199254733774,-53
6272870740940626,-72,-7494897626762974,-75,9007199254732868,-53,-6285154010327433,-72,-6877486620017311,-74,9007199254732417,-53,9007199254733254,-53
-6374806911157568,-72,6900085792763306,-75,9007199254732635,-53,-5066329304334809,-72,-8070344711662869,-73,9007199254732520,-53,9007199254732717,-53
-6362805244378836,-72,7218637765704586,-74,9007199254732158,-53,8233299221720447,-73,4802867501466392,-72,9007199254732911,-53,9007199254732331,-53
5232483289512305,-72,-7167392469504914,-73,9007199254732869,-53,-5876568869635969,-73,5795216670218561,-72,9007199254732466,-53,9007199254733079,-53
