pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
4997663989291133,-53,-7427316707211110,-53,7951692531408011,-56,5107931659039628,-53,-7292003875804670,-53,5463115677247969,-55,4903253477651951,-55
-5284656041055648,-54,8582381139754657,-53,5602713734032835,-56,-5109751768849836,-55,8912991832870219,-53,7597375923675660,-58,7371684260985739,-56
-8842200674669657,-53,8946546121476772,-56,5206902958546716,-55,4622962201291025,-53,-7697443854295986,-53,5697533557613635,-56,6002529054232560,-55
-6049647510331781,-53,6586562820824127,-53,8573796816553993,-56,5645666683026938,-53,6855145137284556,-53,6017403115005942,-55,5792588491864110,-55
5640827496428684,-54,-8514248110449376,-53,6609006302067192,-56,-7746440391596511,-54,-8082814878825270,-53,7137091235434408,-56,6989561547877796,-56
-8708131798769241,-53,-8333211174913051,-55,7829905581099944,-56,7019467036139803,-53,5509256940211171,-53,4906826118604029,-55,8769408836214821,-56
-5909687620663313,-56,-8966993335246431,-53,6730944778366986,-57,5939424697025302,-53,6755601065218438,-53,7414181966446071,-57,6952409966567964,-57
6228996607167976,-55,8863890172897829,-53,5901907415717750,-57,7349931317278107,-53,-5158827465039797,-53,5626492943081315,-56,8309625118483947,-57
7316711824213012,-53,-5152677799195136,-53,8179107017115256,-56,8840795780166040,-53,-6789865523833852,-55,4761882613140137,-57,5983060578445916,-55
-5654889322832774,-53,6999482501047985,-53,6382172743843245,-57,-6953573275361139,-53,-5594622005195399,-53,4862364425295114,-55,5314828745995338,-56
-5985671706028172,-53,-6727303948507344,-53,6769662332624780,-58,-5092935097701239,-53,-7274685088925722,-53,6027413856268791,-55,8273157394160681,-56
8908286116953092,-53,6091873243400794,-56,8735101617337726,-56,-8258064235284653,-54,-7937704258569778,-53,8289109151914521,-56,4584290881842532,-55
-8882394879048471,-53,-8604629105307683,-57,5576353325307562,-55,-8583453065439484,-53,5439953317487303,-54,7552194159804625,-58,5668942801408624,-55
8899553228527150,-53,-4591042384532296,-55,6249410141421827,-56,-8917955191757773,-53,8606148409953278,-56,5321266836000952,-56,6888586411175467,-56
7765075373443153,-53,-8959014589330101,-54,7007457770785438,-56,7704302464419250,-53,8867676624451561,-54,5816445336992679,-55,8292026355679029,-56
