pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
8143456538626128,-54,-6051230228101473,-53,5285194418561584,-53,8079615421708213,-54,-5767166722546238,-53,5616883483595300,-53,5492023678041346,-53
-8805091391087772,-55,7149817291949280,-53,5016388038819540,-53,-8802397583695001,-56,7677055689029083,-53,4580588929037169,-53,5224554069291954,-53
-7029973844039684,-53,7112933481440818,-56,5560447615692368,-53,7695818085337225,-54,-6406944838118714,-53,5027354399210361,-53,5740311220733604,-53
-4899001007619361,-53,5333794711321283,-53,5355376879308521,-53,8827687231929370,-54,5359427025984492,-53,5737958251988376,-53,5688256054250535,-53
4655171239794785,-54,-7026501511938608,-53,5132276307777866,-53,-6360870076268270,-54,-6637078799510317,-53,5192654079746320,-53,5175786501690128,-53
-7103113596919710,-53,-6797295558950314,-55,5271405311833664,-53,5614801668719476,-53,8813599352213258,-54,5493974631377376,-53,5376814235677932,-53
-5024638830265679,-56,-7624075212617687,-53,4754853442980857,-53,5034472054357544,-53,5726292782239376,-53,4795133003428876,-53,4767909700150279,-53
5315736819862485,-55,7564317390230939,-53,4705812864248733,-53,6121734836870676,-53,-8593542564377245,-54,5019139124412650,-53,4846794011788412,-53
-4815495212051720,-53,5960501178076394,-53,4734244394141853,-53,-5567064703550772,-53,-8958163367657667,-54,5484091198245604,-53,4977980018969521,-53
-5164980669951401,-53,-5804928262259198,-53,4555811778778779,-53,-7961743308893037,-54,-5686227511244043,-53,5740132052122346,-53,5307924881703353,-53
-6850106107887095,-54,-6696263110935025,-53,4955674559674943,-53,5342653065100590,-55,-7420054581764565,-53,4928329540256472,-53,4981640598516001,-53
7202501732839576,-53,4925383740014006,-56,5373504815307899,-53,-6706024517720818,-54,-6445873736964343,-53,5323312781872942,-53,5422288711193248,-53
-7008597347537105,-53,-6789428025345833,-57,5641731811621992,-53,-7393943226531212,-53,4686075135242996,-54,4579237593110258,-53,5662968598101825,-53
7369407473846340,-53,-7603361919981893,-56,5090989419202031,-53,-7448771250782536,-53,7188332916863687,-56,4983780516328941,-53,5164820029434929,-53
6113089779087161,-53,-6899005960084143,-54,5644528408831656,-53,-6993814012619475,-53,-6072704457523600,-54,4795494668372326,-53,6379029674724543,-53
6384056876232351,-53,-7365654026860747,-54,5177860697699836,-53,6048766117077472,-53,6962149026586250,-54,5694224012839962,-53,5321264376209935,-53
8544247400390486,-54,-6517771177154391,-53,4516332182987900,-53,7868366262340842,-54,-6081553014905591,-53,5354115653580291,-53,4738118738875128,-53
-7061619896324536,-53,-4867360167294976,-54,5033921344726960,-53,-5242091187279723,-53,5595765926454970,-53,4726258784194586,-53,5078975992582873,-53
-8385889303312156,-55,-7008086092858801,-53,5255584793029498,-53,-6909113173476910,-53,6156980850639274,-54,4890469330433411,-53,5531651037465924,-53
5932787022238273,-53,-4540255129215953,-53,5031675657770087,-53,5631745763763783,-53,-4567077364317862,-53,5343676862916655,-53,5243853816145794,-53
7356592911007942,-53,-7972335718204710,-56,5100694390840877,-53,6582797918597523,-56,-7663478391880953,-53,4660864260783705,-53,5281825297466087,-53
4729644725802974,-62,7216633815926146,-53,5389781948132760,-53,7365359610712477,-53,-6504562247287460,-55,4923086744379963,-53,5664415780202335,-53
-7270916184733258,-53,5522974855654329,-55,5133903295318171,-53,-6789002695528694,-55,6974694920355814,-53,5440828000642549,-53,5251597326062600,-53
5161886386147670,-53,-4942676388596058,-53,5482200057342405,-53,6454415666488712,-53,8464882380390427,-54,4642908397796652,-53,5779348470002859,-53
7168230754168031,-53,6149576998816784,-55,5232831469728676,-53,-5980780356584002,-54,6252902436889584,-53,5752253133418393,-53,5347760100538707,-53
6295831696209278,-53,8821223927037928,-54,4694533392668187,-53,-7184716082571466,-57,6901420168305997,-53,5770476313353045,-53,5272338968602662,-53
6018676598522099,-53,8695951477136626,-54,5099046714223206,-53,-7369244986080467,-53,5767286251671295,-55,4974436383193556,-53,5203861464273407,-53
-5972248512136448,-53,7433978717976597,-54,5625466756550821,-53,7521233045647240,-53,6372833260529394,-55,4692800779093841,-53,6541880989003972,-53
-6565862955112991,-53,7211131566703853,-54,5001897385113312,-53,-5150162220465298,-53,5805133852454694,-53,4572295755152237,-53,5009040787990888,-53
5697795010845707,-56,-7579428466234744,-53,4814004463807843,-53,-8617104909501307,-71,-6956048892685792,-53,5722151886842126,-53,5122233164742644,-53
-7837319297012453,-54,6262737313268445,-53,5152850310145917,-53,7292888760181388,-54,6731364864529124,-53,4745714788953765,-53,5341537664955934,-53
6596420587401206,-53,-4832304538491771,-54,5637293859693157,-53,-5977721160147855,-53,-8307995225714119,-54,5304789531970624,-53,5897858963561445,-53
7011804800627244,-53,4592623678014700,-54,5166351109878432,-53,7186113645534386,-53,-5497231569334072,-57,5419535399980154,-53,5234017784876490,-53
4745699978285583,-53,-5432184942956632,-53,5394380119737777,-53,6967974140530564,-53,-6323993512421079,-55,5484288369509077,-53,5444211087120845,-53
5256759697194453,-55,7514140926488736,-53,4789595953141109,-53,-6906058410957825,-53,-6454339723757054,-54,4798059016063506,-53,4793422180380056,-53
-5858259614112284,-54,-6280420114586464,-53,5753795284185881,-53,7251783120858989,-53,5368082791680986,-54,4619220904876271,-53,6307283446782632,-53
6941669745640904,-53,-8293986318387746,-56,5645176041600508,-53,-7012951229907282,-53,-7673873730264979,-55,5316731358155633,-53,5925869329361281,-53
-7087212563574929,-53,7671193088942839,-56,5475542798669808,-53,-5643751060381153,-53,-8990141340618779,-54,5391850522035787,-53,5535357412098077,-53
-7124640500479177,-53,8082944080248719,-55,5126964217815623,-53,4551285091581322,-53,5309953802868512,-53,5676251671760028,-53,5252871516157062,-53
5790236064396935,-53,-7931395490129214,-54,5645887541206720,-53,-6552084372926036,-54,6461380684033680,-53,5352358887735177,-53,5798437667713355,-53
-5912195498009464,-54,7218589623781008,-53,4503674983430421,-53,5594904077846907,-53,-4911514490940248,-53,5069882856593700,-53,4888628083618884,-53
-7377337980825297,-53,6174891370285688,-56,5109672462850238,-53,7325434098581655,-56,7049432859141775,-53,5531425337795950,-53,5480940508420375,-53
7274393446858245,-53,-7969853420074276,-55,4923710813382591,-53,-7079039735307443,-55,-7189015445120792,-53,5129877690651359,-53,4955397487993671,-53
-8692199388793626,-54,-5695826194656946,-53,5458811209524505,-53,5928887694169258,-54,7026358653110794,-53,4792910928646999,-53,5996579134899256,-53
-6503086525687158,-54,-6366409734324125,-53,5479592313226070,-53,6884588639365147,-54,6746330930649079,-53,4875168428419196,-53,5905393383347677,-53
7976058368509413,-54,-6246885984581621,-53,5118757381999770,-53,7775931037050885,-54,6570314966396536,-53,4779573598524198,-53,5161098731935231,-53
7041626835822807,-53,5456174938043291,-55,5448349714360168,-53,5972619806756819,-53,7856891135170583,-54,5479485968689244,-53,5455120308264725,-53
-6561615650617954,-56,-7099382575150813,-53,5482305556705924,-53,7882893675519335,-55,7510097881861965,-53,4565557734355978,-53,5745334299897217,-53
4834034272549799,-54,6627452117997844,-53,5600405788976907,-53,7030540197035707,-53,-4588489744023615,-55,5512282020115053,-53,5676395776783141,-53
-6712406019924731,-53,6501207041627490,-54,5050427762948224,-53,-6144311154075885,-53,8795310276546746,-54,4902826546118386,-53,5068236882468192,-53
-4727104881993589,-53,5767644462589089,-53,5051573537265836,-53,-4778417137841813,-54,7075233473808249,-53,5036108827249949,-53,5063562086398465,-53
