pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5385097037259385,-69,-8003103305963317,-69,9007199253538363,-53,5471611713159201,-69,-7811187870660896,-69,9007199253565450,-53,9007199253555253,-53
-4740140414515837,-68,4796078080678294,-71,9007199253560794,-53,5008921697664148,-69,-8340084097500830,-69,9007199253517717,-53,9007199253575328,-53
-6509752534752686,-69,7087502857801406,-69,9007199253544041,-53,6036871346842767,-69,7330158080734184,-69,9007199253575507,-53,9007199253571419,-53
6097472674998554,-70,-4601753486921180,-68,9007199253526079,-53,-8362758105666018,-70,-8725895021127624,-69,9007199253530915,-53,9007199253529564,-53
-4692895881600171,-68,-8981695111408657,-71,9007199253537250,-53,7534404530848758,-69,5913407704349579,-69,9007199253555337,-53,9007199253545816,-53
-6445881279221379,-72,-4890290162585637,-68,9007199253496228,-53,6471605048467099,-69,7360911904648584,-69,9007199253499385,-53,9007199253497251,-53
6802901399460847,-71,4840279636088088,-68,9007199253492393,-53,7965061526824141,-69,-5590579883204835,-69,9007199253517065,-53,9007199253503494,-53
-6171278517340280,-69,7638656306995246,-69,9007199253494615,-53,-7464950919975959,-69,-6006060054415996,-69,9007199253554527,-53,9007199253514089,-53
-6563951389142881,-69,-7377233210688775,-69,9007199253480717,-53,-5445675556660797,-69,-7778535169051843,-69,9007199253575688,-53,9007199253541030,-53
-8254021826275309,-69,-4663459877636478,-69,9007199253579362,-53,-4798582416600702,-68,6154981913181441,-71,9007199253519953,-53,9007199253616405,-53
-8880941654566737,-70,-8681489170418803,-69,9007199253512034,-53,6916165947633769,-71,-4802700849434419,-68,9007199253509872,-53,9007199253514087,-53
4791262768326379,-68,6552947464254325,-72,9007199253545512,-53,-8891598821210127,-70,-8546661762092822,-69,9007199253541444,-53,9007199253549467,-53
-4755588547147549,-68,-4606874180090184,-72,9007199253567506,-53,-4703274658180652,-68,5961608780233666,-70,9007199253482535,-53,9007199253569204,-53
4814362028116523,-68,-4967202185996430,-71,9007199253522782,-53,-4836127007546844,-68,4667036990138520,-71,9007199253514260,-53,9007199253528652,-53
8297745795295423,-69,-4682263778690533,-69,9007199253567737,-53,-8990423352207710,-69,-7806353424249479,-70,9007199253499413,-53,9007199253626845,-53
8385489429524802,-69,-4837411005353458,-69,9007199253529728,-53,8243261693356125,-69,4744010205012198,-69,9007199253571863,-53,9007199253541430,-53
5419791942030466,-69,-8268712749194361,-69,9007199253477658,-53,5227260747568709,-69,-8080422872845940,-69,9007199253543939,-53,9007199253495204,-53
-4597885473641900,-68,-6338365682875963,-70,9007199253518239,-53,-6715344937316132,-69,7168417534553720,-69,9007199253493991,-53,9007199253521790,-53
-5534702695353157,-70,-4625349987876981,-68,9007199253535975,-53,-8925687198609039,-69,7954028799469862,-70,9007199253506883,-53,9007199253557971,-53
7724783128328536,-69,-5911637496679028,-69,9007199253518061,-53,7477464578886182,-69,-6063867342956297,-69,9007199253543093,-53,9007199253535084,-53
4808772388750090,-68,-5211264010297979,-71,9007199253523557,-53,8406319291762942,-72,-4893181215974685,-68,9007199253488885,-53,9007199253537835,-53
6299615330771800,-78,4806071032709147,-68,9007199253546835,-53,4765936061698475,-68,-8417872152453127,-71,9007199253509457,-53,9007199253568830,-53
-4705026177308954,-68,-7969266097179605,-71,9007199253545220,-53,-7735028292087940,-69,6010084074723664,-69,9007199253500844,-53,9007199253572679,-53
-4762295095029189,-68,7234861576393506,-71,9007199253526209,-53,-4537552826204841,-70,4661663585524983,-68,9007199253550992,-53,9007199253535713,-53
6920687879189168,-69,-6626786801256934,-69,9007199253554373,-53,8235405266886878,-69,5400313563704007,-69,9007199253487487,-53,9007199253578053,-53
4724117364073215,-68,8105577088160413,-71,9007199253534143,-53,-8189764337980770,-70,8562393924086602,-69,9007199253576701,-53,9007199253543560,-53
8052800735764362,-69,5641475340959618,-69,9007199253491512,-53,-4926742906219828,-72,4732479678567147,-68,9007199253578225,-53,9007199253538079,-53
7867662874163374,-69,5683709157009192,-69,9007199253523425,-53,-4781987302332037,-68,7484915938199782,-71,9007199253513519,-53,9007199253531758,-53
4626943907891666,-68,8901256409804595,-71,9007199253570189,-53,4830981077994318,-69,8389506209463078,-69,9007199253529661,-53,9007199253601763,-53
-8094393832925391,-69,5037763529649449,-69,9007199253566159,-53,4809685030796131,-68,8150610558375598,-71,9007199253491377,-53,9007199253639639,-53
-8534526240559133,-69,4686633882011875,-69,9007199253515696,-53,-6549964173071894,-69,7382955550869968,-69,9007199253481996,-53,9007199253516256,-53
7331351560812979,-72,-4876224452637223,-68,9007199253500866,-53,-5885148897656905,-86,-4750711973774318,-68,9007199253574188,-53,9007199253525752,-53
-5139225381791467,-69,8213425366530796,-69,9007199253527725,-53,4675734951524477,-69,8631443315134245,-69,9007199253495512,-53,9007199253542654,-53
8948683186507891,-69,-6555488965982299,-70,9007199253567138,-53,-7916134063177513,-69,-5501026414668444,-69,9007199253539946,-53,9007199253588448,-53
4601732439880122,-68,6028127126810847,-70,9007199253528806,-53,4795721807599965,-68,-7337260338170431,-73,9007199253549256,-53,9007199253534272,-53
6323021353783471,-69,-7237672324246721,-69,9007199253547209,-53,4671791663666769,-68,-8480048742018414,-71,9007199253554544,-53,9007199253551274,-53
6755445761280058,-71,4828199727162801,-68,9007199253498951,-53,-8878774604704001,-69,-8298022434692718,-70,9007199253499614,-53,9007199253499251,-53
-8023028635413810,-70,-8601187680445857,-69,9007199253576830,-53,4621295748502691,-68,6841765058155047,-70,9007199253485643,-53,9007199253621314,-53
4711461000846210,-68,-5629307430704925,-71,9007199253567791,-53,-4647228988184963,-68,-5085198411030441,-70,9007199253540911,-53,9007199253590763,-53
