pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
8029830424756593,-73,-5966797067356069,-72,9007199254730547,-53,8051722765079874,-73,-5747257160925500,-72,9007199254731048,-53,9007199254730860,-53
-6991504517002444,-72,7074010183806691,-75,9007199254730963,-53,7541446394339273,-73,-6278426869291539,-72,9007199254730160,-53,9007199254731233,-53
-4840235394827012,-72,5269813562055975,-72,9007199254730652,-53,8838602822518331,-73,5366054051803380,-72,9007199254731233,-53,9007199254731157,-53
4572439244901694,-73,-6901626086898901,-72,9007199254730317,-53,-6256964782608209,-73,-6528661615471138,-72,9007199254730408,-53,9007199254730382,-53
-7001381864901639,-72,-6699943793303397,-74,9007199254730526,-53,5571436456132806,-72,8745528629129350,-73,9007199254730862,-53,9007199254730685,-53
-4899811963081528,-75,-7434670669104043,-72,9007199254729754,-53,4912460102844370,-72,5587514346337225,-72,9007199254729814,-53,9007199254729773,-53
5179980889098948,-74,7371136090497560,-72,9007199254729681,-53,5997908501602199,-72,-8419718164746037,-73,9007199254730148,-53,9007199254729891,-53
-4694428269125853,-72,5810647502772192,-72,9007199254729723,-53,-5522268803583843,-72,-8886080679297848,-73,9007199254730847,-53,9007199254730088,-53
-5023590957414667,-72,-5646020186751355,-72,9007199254729458,-53,-7972295080385220,-73,-5693763520761481,-72,9007199254731236,-53,9007199254730587,-53
-6703002959082061,-73,-6552463675812207,-72,9007199254730053,-53,5225199330500253,-74,-7256930921862426,-72,9007199254730012,-53,9007199254730092,-53
7119904538473542,-72,4868900188438260,-75,9007199254730680,-53,-6619473986893410,-73,-6362680812138843,-72,9007199254730604,-53,9007199254730753,-53
7231575346966896,-72,-7461154076463329,-75,9007199254730255,-53,-7292842696531090,-72,7037856238030667,-75,9007199254730095,-53,9007199254730366,-53
6098264729167085,-72,-6882274959648480,-73,9007199254731090,-53,-6824356028395929,-72,-5925564677383541,-73,9007199254729814,-53,9007199254732194,-53
6277471564099255,-72,-7242680414824153,-73,9007199254730386,-53,6045652706891777,-72,6958565481566630,-73,9007199254731166,-53,9007199254730602,-53
8306824647443420,-73,-6336659008528713,-72,9007199254729399,-53,7773695701117918,-73,-6008381022419212,-72,9007199254730651,-53,9007199254729731,-53
-6920926838872113,-72,-4770384714960690,-73,9007199254730170,-53,-5109705528775700,-72,5454448438730660,-72,9007199254729711,-53,9007199254730237,-53
-8262286260477407,-74,-6904791053514183,-72,9007199254730502,-53,-6752534621313339,-72,6017447581595023,-73,9007199254729956,-53,9007199254730916,-53
5814308748833667,-72,-8899171677926796,-73,9007199254730167,-53,5562300144952030,-72,-4510760277746426,-72,9007199254730635,-53,9007199254730485,-53
7220583617137300,-72,-7824942520749101,-75,9007199254730270,-53,6410762049543794,-75,-7463199850533507,-72,9007199254729614,-53,9007199254730540,-53
4677683419877927,-81,7137349696463090,-72,9007199254730704,-53,7202732651547124,-72,-6360941672748291,-74,9007199254730004,-53,9007199254731116,-53
-6992743004820919,-72,-5922074357775661,-74,9007199254730674,-53,-5867671899382542,-72,4559156102150898,-72,9007199254729841,-53,9007199254731190,-53
-7141969975880221,-72,5425027547346387,-74,9007199254730320,-53,-6725000943703877,-74,6908942598053685,-72,9007199254730781,-53,9007199254730497,-53
5120033270885411,-72,-4902600650944974,-72,9007199254730844,-53,6284270155098717,-72,8241738750372064,-73,9007199254729587,-53,9007199254731289,-53
7058355461297999,-72,6055315723343903,-74,9007199254730468,-53,-5991686210511413,-73,6264304500923585,-72,9007199254731255,-53,9007199254730642,-53
6134081069620616,-72,8594591677904524,-73,9007199254729664,-53,-7203269432673284,-76,6919241953204769,-72,9007199254731283,-53,9007199254730533,-53
5907181953861868,-72,8534860911120164,-73,9007199254730267,-53,-7213640954602265,-72,5645508105722293,-74,9007199254730081,-53,9007199254730424,-53
6792584070616039,-72,6533743838409555,-74,9007199254731135,-53,7233282223076776,-73,6280677272958352,-72,9007199254730384,-53,9007199254731721,-53
-5953519440275468,-72,7410665635585762,-73,9007199254731061,-53,7327824446956826,-72,6208955776195894,-74,9007199254729661,-53,9007199254732437,-53
-6430768909776631,-72,7062760980619637,-73,9007199254730122,-53,-5010109677236545,-72,5647270133795720,-72,9007199254729482,-53,9007199254730133,-53
5561394699652377,-75,-7397983468741134,-72,9007199254729842,-53,-8622239784797841,-90,-6960193955789428,-72,9007199254731209,-53,9007199254730306,-53
-7701792113250561,-73,6154438656732742,-72,9007199254730348,-53,7110739928689454,-73,6563240780268535,-72,9007199254729740,-53,9007199254730630,-53
6578634340986446,-72,-4819274963113128,-73,9007199254731079,-53,-5897500857621082,-72,-8196502924125851,-73,9007199254730576,-53,9007199254731474,-53
6892798975939189,-72,4514676703758495,-73,9007199254730368,-53,7113629652981898,-72,-5441782781326312,-76,9007199254730749,-53,9007199254730470,-53
4694214275815118,-72,-5373251622473393,-72,9007199254730711,-53,6911950424180756,-72,-6273147511619054,-74,9007199254730847,-53,9007199254730787,-53
5128911082520168,-74,7331390988645533,-72,9007199254729805,-53,-6739001790699931,-72,-6298210117535323,-73,9007199254729818,-53,9007199254729811,-53
-5869315560035012,-73,-6292272778983857,-72,9007199254731257,-53,7058515846767004,-72,5225018015617276,-73,9007199254729552,-53,9007199254732089,-53
6925004404379181,-72,-8274074378252191,-75,9007199254731091,-53,-6921152435993576,-72,-7573423530343411,-74,9007199254730594,-53,9007199254731516,-53
-7028220071646474,-72,7607339663873165,-75,9007199254730834,-53,-5582095503517244,-72,-8891927906909380,-73,9007199254730707,-53,9007199254730924,-53
-6997150835861898,-72,7938306350128606,-74,9007199254730309,-53,4545754156545882,-72,5303500898044075,-72,9007199254731139,-53,9007199254730499,-53
5776490124844201,-72,-7912566468002375,-73,9007199254731092,-53,-6472919631843066,-73,6383311858942895,-72,9007199254730648,-53,9007199254731324,-53
-5747164118702667,-73,7017091922518693,-72,9007199254729381,-53,5487685775868390,-72,-4817392368999572,-72,9007199254730224,-53,9007199254729954,-53
-7242428707449959,-72,6061971220754502,-75,9007199254730283,-53,7278025478411165,-75,7003810459112112,-72,9007199254730919,-53,9007199254730843,-53
7113857755515759,-72,-7793969899608046,-74,9007199254730005,-53,-6952839621848166,-74,-7060854762491804,-72,9007199254730314,-53,9007199254730053,-53
-8615185905114184,-73,-5645360783307928,-72,9007199254730809,-53,5784995426610956,-73,6855831105377294,-72,9007199254729810,-53,9007199254731615,-53
-6449808360344372,-73,-6314251327831233,-72,9007199254730840,-53,6726738807259539,-73,6591651070963225,-72,9007199254729933,-53,9007199254731479,-53
7831839131048442,-73,-6133932807513741,-72,9007199254730297,-53,7585623209396283,-73,6409513338616712,-72,9007199254729790,-53,9007199254730360,-53
6976905962411093,-72,5406026241483456,-74,9007199254730793,-53,5923667031855406,-72,7792494499253829,-73,9007199254730840,-53,9007199254730803,-53
-6508435881875150,-75,-7041844379732790,-72,9007199254730844,-53,7667940115880900,-74,7305309851046245,-72,9007199254729472,-53,9007199254731238,-53
-7989281679299382,-74,-6639779981840206,-72,9007199254731283,-53,-7440340508938351,-72,-4644452220517744,-75,9007199254729744,-53,9007199254732176,-53
-5540837490464588,-72,-8761571408728206,-73,9007199254730916,-53,-7145543588019620,-72,8271022990557971,-74,9007199254729817,-53,9007199254731882,-53
4814444095238238,-73,6600594020848487,-72,9007199254731023,-53,6980504657593651,-72,-4555833994517572,-74,9007199254730890,-53,9007199254731139,-53
7036896386316820,-72,-5309940530919893,-75,9007199254730903,-53,7083546942288299,-72,5766683718611884,-77,9007199254730852,-53,9007199254730917,-53
-4634669569684444,-72,5654862108379362,-72,9007199254730196,-53,-4683430556897130,-73,6934590198498477,-72,9007199254730173,-53,9007199254730214,-53
