pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
4835310840703324,-53,-7186034328972313,-53,4943811530070717,-54,4898359714924033,-53,-6992822224451456,-53,5739737922600238,-54,5440122333535237,-54
-5146726151397745,-54,8358380396014302,-53,8620828777569012,-55,-5024839937756113,-55,8764879264728232,-53,6607227998898733,-55,4791327809260829,-54
-8492769284306996,-53,8592991145154309,-56,5603129896875449,-54,9002275521298147,-54,-7494600579553104,-53,8672124931967258,-55,6030633584606640,-54
-5842574928954478,-53,6361112236573967,-53,5110854225222318,-54,5395263364927363,-53,6551097593423911,-53,6034531285564702,-54,5914533859716524,-54
5478379516430509,-54,-8269049616501198,-53,4582268574816070,-54,-7512212877065895,-54,-7838416478557177,-53,4724629062985292,-54,4684858190890731,-54
-8428189912305667,-53,-8065321929491410,-55,4911075076831847,-54,6754336700891042,-53,5301168330063212,-53,5442862659276939,-54,5162929900732105,-54
-5789779631015367,-56,-8785052391319643,-53,7406719874416821,-55,5813741496548881,-53,6612646889295672,-53,7592574628833643,-55,7466963021135298,-55
6109143168717125,-55,8693338191211084,-53,7180983349759047,-55,7157633504168938,-53,-5023855967088160,-53,8633694232767490,-55,7834630596634450,-55
-5542652237213628,-53,6860558205290718,-53,7311783042443908,-55,-6692719548367768,-53,-5384747463951199,-53,5419091514626320,-54,8458029581701257,-55
-5889257241248389,-53,-6618943610443190,-53,6494148803695053,-55,-4866737645546728,-53,-6951587464319404,-53,6039845968215512,-54,5020648776801425,-54
-7980666457127056,-54,-7801432788903195,-53,8337410226063797,-55,6214925808479686,-55,-8631496029897704,-53,8210075054624219,-55,8458324018693962,-55
8599306704793130,-53,5880579691645995,-56,5154117223314187,-54,-7982010113049149,-54,-7672359267391108,-53,5034449453705833,-54,5270427713523178,-54
-8511986125489767,-53,-8245803587512938,-57,5800045474498067,-54,-8441056071453142,-53,5349706071544384,-54,6601056945927406,-55,5850005001749565,-54
8651896209192416,-53,-8926565454016713,-56,8970417699209222,-55,-8691840548075557,-53,8387939623370522,-56,8468492076022347,-55,4658037197149972,-54
7425757529611035,-53,-8380434004124215,-54,5806839071874248,-54,-8076521923276921,-53,-7012815982277021,-54,7594245228712536,-55,7545449932420410,-54
7533036883882964,-53,-8691298422611931,-54,4689702187960924,-54,7371949002910535,-53,8485136733879059,-54,5927771913607033,-54,5033537134603988,-54
4861264348106236,-53,-7416594386339286,-53,6314269631187466,-55,4691565549927752,-53,-7252332609718156,-53,5107846052244109,-54,7347093843871648,-55
-8263499810206219,-53,-5695779496653732,-54,8702857721648174,-55,-6031086539158474,-53,6437993417057925,-53,7275025040459414,-55,8911952057133153,-55
-4970419260573761,-54,-8307556857910475,-53,4873549244942815,-54,-8020280875769762,-53,7147185829641388,-54,8034094116961120,-55,5521156279405223,-54
6941653913301517,-53,-5312322803257949,-53,8692346791552239,-55,6711645511365124,-53,-5442824583721199,-53,5082957208247665,-54,4847227333621670,-54
8641687052295318,-53,-4682495768487600,-55,4508003057199106,-54,7547293852587733,-56,-8786313065008177,-53,6974600138219078,-55,4928349106715298,-54
5652549775000388,-62,8624830027914626,-53,5193004340294667,-54,8565372635155477,-53,-7564328481062721,-55,8185683551125449,-55,5840411595870121,-54
-8557495518395564,-53,6500258203321210,-55,4586098155461229,-54,-8139545112261554,-55,8362177258507719,-53,5315211283568772,-54,4865685498633764,-54
8485872254563164,-53,7279972788434022,-55,4819641171838640,-54,-7317715245454649,-54,7650667097378926,-53,6069494962943901,-54,5096187174760578,-54
7231179360982553,-53,5065879734222312,-53,7129146913680281,-55,-8801723361408211,-57,8454668274175115,-53,6114116222501887,-54,4933735331287047,-54
7069383024699974,-53,5107020683847647,-53,4504132235822054,-54,-8594524288890414,-53,6726208975898940,-55,8424889519097978,-55,4749482277553831,-54
-7245568918900312,-53,4509474533191277,-53,5760558615471856,-54,8637838022704111,-53,7318946390314527,-55,7121187194972698,-55,7922189147849632,-54
-7669424436027138,-53,8423146968978040,-54,8553096299633731,-55,-5877391764578071,-53,6624848778764888,-53,6569362975234571,-55,8586081757205527,-55
6586484701183626,-56,-8761598046532929,-53,7679789332385435,-55,-5260930425550728,-70,-8493639022729965,-53,5995910127596779,-54,4571654541305895,-54
8009049977327560,-53,-5867146893023522,-54,5789267210691592,-54,-7107141536809721,-53,-4938846792481468,-53,4990378723406129,-54,6415311578578506,-54
8268180282787606,-53,5415530183816266,-54,4662549273937034,-54,8604213290134454,-53,-6582049110398331,-57,5264188505932182,-54,4823344899768085,-54
5673350131867844,-53,-6494023495683979,-53,5203996746096686,-54,8376995961745643,-53,-7602793444297033,-55,5419565595770014,-54,5323474150497299,-54
6068615529118362,-55,8674627516036248,-53,7567002016775140,-55,-7976289963368941,-53,-7454568452113148,-54,7606091383154881,-55,7584674672616978,-55
-7168559449157829,-54,-7685143357021045,-53,6073268922948987,-54,8296085051523475,-53,6141120143997064,-54,6783830277055918,-55,7381334402370546,-54
8432619767290958,-53,-5037695218934670,-55,5808412504280545,-54,-8344001603133172,-53,-4565183230884886,-54,5018785183141274,-54,6483238738493324,-54
-8515637787520084,-53,4608659692197329,-55,5398543313324975,-54,-6745889702777539,-53,-5372889523948909,-53,5197949094020340,-54,5541907386644673,-54
-8381955682192901,-53,4754687556356811,-54,4569767572521496,-54,5540233824760743,-53,6463753659595029,-53,5883990553920189,-54,4871012874626808,-54
7034208810153546,-53,-4817687173112671,-53,5810141179623970,-54,-7812607207309999,-54,7704453488090789,-53,5103656344435556,-54,6177309255750004,-54
-6723126705979392,-54,8208709048184817,-53,6256677713537192,-55,6560614170289951,-53,-5759267919253991,-53,8871359000693581,-55,8034345801888479,-55
-8670553589869113,-53,7257323261702174,-56,4529101360254083,-54,8833207739450108,-56,8500397935756671,-53,5533072921807924,-54,5412895121029447,-54
8459879231532548,-53,-4634338101135080,-54,8188586587276581,-55,-8329717178098144,-55,-8459122661533534,-53,4576623403795659,-54,8336849367973005,-55
-5216553335514587,-53,-6836608274898950,-53,5358356840644907,-54,6845776339116073,-54,8112968620558285,-53,7582311157047471,-55,6623997651405623,-54
-7815780256451705,-54,-7651514293938239,-53,5408275943396538,-54,7985070989211250,-54,7824713170213760,-53,7963077337616890,-55,6413375631831430,-54
4689579977557541,-53,-7345801668413210,-53,4550461909316808,-54,8971982822281591,-54,7580925388176590,-53,7520733722372904,-55,4649091892662022,-54
8446402198098273,-53,6544659219294254,-55,5333251561298796,-54,7178186859223474,-53,4721398190876609,-53,5408020322397172,-54,5349510065381968,-54
-7887476722211218,-56,-8533906553685511,-53,5414798364211422,-54,8992847918170299,-55,8567560452057995,-53,6538610506803095,-55,6030372617788957,-54
-7474534931151876,-55,-8500458997200095,-53,4638984037141552,-54,-8967594050346364,-55,-8412279877124389,-53,4620422813032065,-54,4648230129563478,-54
5855064305882926,-54,8027282420273246,-53,5699800295895530,-54,8467252970230188,-53,-5526161905785827,-55,5486934103732191,-54,5883356895389237,-54
-7862244618224229,-53,7614867146485629,-54,8780157231534550,-55,-7137354615022252,-53,5108404084583267,-53,8091492047962712,-55,8863249504260261,-55
-5537222713807998,-53,6756087017461810,-53,8785525591361705,-55,-5592394707282832,-54,8280461309743745,-53,8713097517583356,-55,8841673266952215,-55
-7750062765804495,-54,7568660048152686,-53,5942778902711006,-54,8456471609461872,-53,5944253251297723,-56,6021837025540075,-54,5984953697668687,-54
6503398599715069,-53,-5890802614760621,-53,8132787587793195,-55,-7745942045476572,-54,-7894643681093628,-53,7801881844995788,-55,8400961574988383,-55
7490757319349876,-59,-8726498205435913,-53,8912165529724354,-55,-6198383077277255,-53,5891890180226154,-53,5655197873137335,-54,4571856866309541,-54
-7365166643137795,-53,-4800679768484069,-53,7835746288781702,-55,-8684768110533508,-53,5277204454018109,-56,4590992234296784,-54,8453016087091332,-55
-8119803557898595,-53,6193017963315256,-54,4737113349818703,-54,-7804370379920768,-53,6937048321839597,-54,5723908291626504,-54,5553064846213495,-54
7446840294972924,-53,8982922738374601,-54,4690834810509703,-54,4650043901878892,-54,8312759840346010,-53,5146624205821516,-54,5077013914860603,-54
6443191040844246,-55,-8683381936082214,-53,7081070136556257,-55,-7382649495507823,-55,-8300799200496336,-53,5939663778127835,-54,4718072103381671,-54
6451795364269679,-53,-5855191995938313,-53,4569770971457921,-54,-7480675855373673,-53,8903087045521836,-54,4627261577391691,-54,4579780772908404,-54
7311217334818217,-55,-8516322775162105,-53,4587381005128204,-54,4655435106163340,-53,7322267647620551,-53,4833615161974737,-54,4622796708159711,-54
-8375566027336495,-53,-8427928220133954,-55,5114746819188726,-54,5285377779400183,-53,6994864121480359,-53,8262005631231475,-55,5272018038855065,-54
-7768851398541088,-53,-8405431506689600,-54,7056080111314275,-55,7483432800575066,-53,-4713280770757977,-53,6826836819361645,-55,7075100827256579,-55
