pointA_x_significand,pointA_x_exponent,pointA_y_significand,pointA_y_exponent,pointA_z_significand,pointA_z_exponent,pointB_x_significand,pointB_x_exponent,pointB_y_significand,pointB_y_exponent,pointB_z_significand,pointB_z_exponent,constZ_significand,constZ_exponent
5615159039645468,-69,-8345011717108613,-69,9007199253433410,-53,5708047581137542,-69,-8148720042342585,-69,9007199253461661,-53,9007199253451026,-53
-4944564034793389,-68,5002914072579224,-71,9007199253456805,-53,5221099273622416,-69,-8693369481842345,-69,9007199253411887,-53,9007199253471960,-53
-6788520967827742,-69,7391012408362123,-69,9007199253439332,-53,6298855984096997,-69,7648268024687462,-69,9007199253472154,-53,9007199253467890,-53
6356648526767023,-70,-4797353113712718,-68,9007199253420603,-53,-8718930515015045,-70,-4548766771035784,-68,9007199253425645,-53,9007199253424236,-53
-4893293005525806,-68,-4682616765347384,-70,9007199253432250,-53,7858585070567918,-69,6167842105014755,-69,9007199253451112,-53,9007199253441183,-53
-6716561183384958,-72,-5095646608849672,-68,9007199253389491,-53,6743710447185719,-69,7670409139684807,-69,9007199253392781,-53,9007199253390557,-53
7088134466937019,-71,5043223604694376,-68,9007199253385495,-53,8302371023894778,-69,-5827333319745951,-69,9007199253411206,-53,9007199253397064,-53
-6430259385250259,-69,7959216436390324,-69,9007199253387810,-53,-7786033553451066,-69,-6264392841832064,-69,9007199253450268,-53,9007199253408112,-53
-6837887952365398,-69,-7685110858163399,-69,9007199253373331,-53,-5682022224247156,-69,-8116129806628086,-69,9007199253472343,-53,9007199253436210,-53
-8612819014342785,-69,-4866177574049031,-69,9007199253476177,-53,-5002036050419109,-68,6415945115978826,-71,9007199253414217,-53,9007199253514809,-53
-4628133419487649,-69,-4524192560129541,-68,9007199253405963,-53,7208199256914693,-71,-5005493644339303,-68,9007199253403709,-53,9007199253408103,-53
4996566176358607,-68,6833738252010992,-72,9007199253440866,-53,-4635976513803697,-69,-8912260662496681,-69,9007199253436623,-53,9007199253444990,-53
-4961264022444649,-68,-4806117875634939,-72,9007199253463806,-53,-4899700427307970,-68,6210587135741092,-70,9007199253375225,-53,9007199253465577,-53
5018721606699572,-68,-5178049508972712,-71,9007199253417167,-53,-5040696100737792,-68,4864453543399296,-71,9007199253408283,-53,9007199253423285,-53
8656652222544123,-69,-4884788007041636,-69,9007199253464048,-53,-4684219709470806,-68,-8134583464300360,-70,9007199253392810,-53,9007199253525675,-53
8742455005706224,-69,-5043336875425207,-69,9007199253424408,-53,8600439993569463,-69,4949566884425479,-69,9007199253468352,-53,9007199253436612,-53
